Console,Title,USSales,YearReleased,Publisher,Genre,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
PlayStation 3,Uncharted: Drake's Fortune,1.76,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Action,0,0,24.95,88,1,1,0,0,0,0,0,0
X360,Mass Effect,1.57,2007,Microsoft Games Studios,"Action, Role-Playing (RPG)",0,0,17.95,91,2,1,0,0,0,0,0,0
Nintendo DS,Cooking Mama 2: Dinner with Friends,1.56,2007,"505 GameStreet, 505 Games S.R.L., Majesco Entertainment Company",Simulation,1,0,17.95,70,3,1,0,0,1,0,0,0
X360,BioShock,1.52,2007,"2K Games, Spike Co., Ltd.",Action,0,0,16.95,96,2,1,0,0,0,0,0,1
Nintendo Wii,Super Paper Mario,1.5,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Role-Playing (RPG)",1,0,29.95,85,1,1,0,0,0,0,0,0
Nintendo Wii,Game Party,1.49,2007,"Midway Home Entertainment, Inc.",Action,0,0,14.95,25,1,4,0,0,0,0,0,0
Sony PSP,Ratchet & Clank: Size Matters,1.47,2007,"SCEA, SCEE, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,1,0,14.95,85,3,1,1,0,1,0,0,1
Nintendo Wii,Dance Dance Revolution Hottest Party,1.45,2007,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,17.95,73,1,4,0,0,0,0,0,0
PlayStation 3,Guitar Hero III: Legends of Rock,1.43,2007,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,32.95,83,1,2,0,0,0,1,0,1
Nintendo Wii,Cooking Mama: Cook Off,1.38,2007,"505 GameStreet, Majesco Entertainment Company, Taito Corporation",Simulation,1,0,14.95,61,1,2,0,0,0,0,0,0
PlayStation 3,Gran Turismo 5: Prologue,1.31,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated","Racing / Driving, Simulation",1,0,24.95,80,1,2,1,0,0,0,0,0
Nintendo DS,Professor Layton and the Curious Village,1.26,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Adventure, Educational, Strategy",0,0,23.95,85,3,1,0,0,1,0,0,0
Nintendo Wii,Resident Evil 4,1.24,2007,"Capcom Co., Ltd., Capcom Entertainment, Inc.",Action,1,1,16.95,91,1,1,0,0,0,0,0,0
PlayStation 3,The Elder Scrolls IV: Oblivion,1.2,2007,"Bethesda Softworks LLC, Ubisoft Entertainment SA","Action, Role-Playing (RPG)",1,0,17.95,93,1,1,0,0,0,0,0,1
Nintendo DS,Transformers: Autobots,1.17,2007,"Activision Publishing, Inc.","Action, Racing / Driving",0,0,17.95,67,3,1,0,1,1,0,0,0
Nintendo DS,Transformers: Decepticons,1.17,2007,"Activision Publishing, Inc.","Action, Racing / Driving",0,0,17.95,66,3,1,0,1,1,0,0,0
Nintendo Wii,High School Musical: Sing It!,1.16,2007,Disney Interactive Studios,Action,1,0,19.95,64,1,6,0,1,0,0,0,0
Nintendo DS,Diddy Kong Racing DS,1.16,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Racing / Driving, Sports",0,0,24.95,63,3,1,1,0,1,0,0,0
Nintendo DS,High School Musical: Makin' the Cut,1.13,2007,Disney Interactive Studios,Action,0,0,10.95,66,3,1,0,1,1,0,0,0
Nintendo Wii,Big Brain Academy: Wii Degree,1.1,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Action,0,0,19.95,68,1,8,0,0,0,0,0,0
X360,Need for Speed: ProStreet,1.1,2007,"Electronic Arts, Inc.",Racing / Driving,1,0,16.95,72,2,2,1,1,0,0,0,1
Nintendo DS,Deal or No Deal,1.1,2007,"Destination Software, Inc.",Strategy,0,0,11.95,20,3,1,0,1,1,0,0,0
X360,LEGO Star Wars: The Complete Saga,1.09,2007,LucasArts,Action,1,0,17.95,80,2,2,1,1,0,0,0,1
Nintendo Wii,Sonic and the Secret Rings,1.08,2007,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,16.95,69,1,4,0,0,0,0,0,0
X360,The Orange Box,1.06,2007,Valve Corporation,Action,1,1,17.95,96,2,1,1,0,0,0,0,0
X360,Crackdown,1.02,2007,Microsoft Games Studios,"Action, Racing / Driving, Role-Playing (RPG)",0,0,14.95,83,2,1,1,0,0,0,0,0
PlayStation 3,Rock Band,1.01,2007,MTV Games,"Action, Simulation",0,0,14.95,92,1,4,1,0,0,0,0,1
Nintendo Wii,Tiger Woods PGA Tour 08,1,2007,"Electronic Arts, Inc.",Sports,1,0,17.95,72,1,4,0,1,0,0,0,1
X360,WWE Smackdown vs. Raw 2008,0.96,2007,"THQ Inc., THQ International Ltd.",Sports,1,0,12.95,71,2,4,1,0,0,0,0,1
PlayStation 3,Madden NFL 08,0.94,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,81,1,4,1,1,0,0,0,1
Nintendo DS,Call of Duty 4: Modern Warfare,0.94,2007,"Activision Publishing, Inc.",Action,0,0,19.95,75,3,1,0,0,1,0,0,1
Nintendo Wii,MySims,0.94,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc.","Simulation, Strategy",0,0,17.95,68,1,1,0,0,0,0,0,0
Nintendo Wii,Mario Strikers Charged,0.93,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Sports",1,0,29.95,79,1,4,0,0,0,0,0,0
Sony PSP,Star Wars Battlefront: Renegade Squadron,0.93,2007,LucasArts,Action,1,0,16.95,73,3,1,0,0,1,0,0,0
Nintendo DS,Flash Focus: Vision Training in Minutes a Day,0.91,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo of Korea Co., Ltd.",Action,1,0,17.95,59,3,1,0,0,1,0,0,0
Nintendo Wii,Metroid Prime 3: Corruption,0.91,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,19.95,90,1,1,0,0,0,0,0,0
Nintendo Wii,AMF Bowling Pinbusters!,0.89,2007,Mud Duck Productions,Sports,0,0,9.95,33,1,4,0,1,0,0,0,0
X360,Tom Clancy's Ghost Recon: Advanced Warfighter 2...,0.89,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,14.95,86,2,1,1,1,0,0,0,1
Nintendo Wii,Madden NFL 08,0.86,2007,"Electronic Arts, Inc.",Sports,1,0,12.95,76,1,4,0,1,0,0,0,1
PlayStation 3,Ratchet & Clank Future: Tools of Destruction,0.86,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Action,1,0,22.95,89,1,1,0,0,0,0,0,0
PlayStation 3,LEGO Star Wars: The Complete Saga,0.85,2007,LucasArts,Action,1,0,17.95,80,1,2,1,1,0,0,0,1
Nintendo Wii,Rayman Raving Rabbids 2,0.84,2007,"ak tronic Software & Services GmbH, Ubisoft, Inc.",Action,1,0,17.95,67,1,4,0,0,0,0,0,1
X360,NBA 2K8 ,0.83,2007,2K Sports,Sports,1,0,9.95,81,2,1,0,0,0,0,0,1
Nintendo DS,Namco Museum DS,0.8,2007,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",Action,0,1,17.95,67,3,1,0,0,1,0,0,1
PlayStation 3,Need for Speed: ProStreet,0.75,2007,"Electronic Arts, Inc.",Racing / Driving,1,0,16.95,73,1,2,1,1,0,0,0,1
Nintendo Wii,Blazing Angels: Squadrons of WWII,0.75,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,16.95,57,1,2,0,0,0,0,0,1
Nintendo DS,Drawn to Life,0.75,2007,"Agatsuma Entertainment Co., Ltd., THQ Inc.",Action,0,0,17.95,73,3,1,0,0,1,0,0,0
Nintendo Wii,EA Playground,0.72,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc.","Action, Racing / Driving, Sports",0,0,17.95,66,1,4,0,0,0,0,0,1
X360,Major League Baseball 2K7,0.7,2007,2K Games,Sports,1,0,9.95,79,2,2,1,1,0,0,0,1
Nintendo DS,I Spy Fun House,0.7,2007,"Scholastic, Inc.","Adventure, Educational",0,0,17.95,53,3,1,0,1,1,0,0,0
Nintendo Wii,Resident Evil: The Umbrella Chronicles,0.69,2007,"Capcom Co., Ltd., Capcom Entertainment, Inc., Nintendo of Europe GmbH",Action,1,0,19.95,75,1,2,0,0,0,0,0,0
X360,NCAA Football 08,0.68,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,81,2,2,1,1,0,0,0,1
Nintendo DS,Spectrobes,0.68,2007,"ak tronic Software & Services GmbH, Buena Vista Games, Inc.","Action, Strategy",0,0,14.95,63,3,1,0,0,1,0,0,0
Nintendo DS,Disney/Pixar Cars: Mater-National Championship,0.67,2007,THQ Inc.,Racing / Driving,1,0,17.95,69,3,1,0,1,1,0,0,1
Nintendo DS,The Sims 2: Castaway,0.66,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc.",Simulation,1,0,16.95,66,3,1,0,0,1,0,0,1
X360,skate.,0.65,2007,"Electronic Arts, Inc.","Action, Sports",0,0,16.95,86,2,4,1,1,0,0,0,1
PlayStation 3,WWE Smackdown vs. Raw 2008,0.64,2007,"THQ Inc., THQ International Ltd.",Sports,1,0,14.95,74,1,6,1,0,0,0,0,1
Sony PSP,Madden NFL 08,0.64,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,75,3,1,0,1,1,0,0,1
PlayStation 3,NBA Live 08,0.6,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,73,1,4,1,1,0,0,0,1
Nintendo DS,The Simpsons Game,0.6,2007,"Electronic Arts, Inc.",Action,0,0,17.95,69,3,1,0,1,1,0,0,1
X360,Ace Combat 6: Fires of Liberation,0.58,2007,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS","Action, Simulation",1,0,19.95,80,2,1,1,0,0,0,0,0
PlayStation 3,Heavenly Sword,0.57,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Action,0,0,24.95,79,1,1,0,0,0,0,0,0
PlayStation 3,Ninja Gaiden Sigma,0.57,2007,"Tecmo, Inc., Tecmo, Ltd.",Action,0,1,19.95,88,1,1,0,1,0,0,0,0
Nintendo Wii,Ben 10: Protector of the Earth,0.57,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,16.95,63,1,1,0,0,0,0,0,1
X360,The Simpsons Game,0.55,2007,"Electronic Arts, Inc.",Action,0,0,17.95,71,2,2,0,1,0,0,0,1
Nintendo DS,CrossworDS,0.53,2007,Deep Silver,"Educational, Strategy",0,0,17.95,67,3,1,0,0,1,0,0,0
Nintendo DS,Sonic Rush Adventure,0.52,2007,"SEGA Europe Ltd., SEGA of America, Inc.","Action, Sports",1,0,24.95,78,3,1,1,0,1,0,0,0
X360,Tiger Woods PGA Tour 08,0.51,2007,"Electronic Arts, Inc.",Sports,1,0,14.95,80,2,4,1,1,0,0,0,1
X360,Tony Hawk's Proving Ground,0.51,2007,"Activision Publishing, Inc.",Sports,1,0,16.95,72,2,2,1,1,0,0,0,1
Sony PSP,Call of Duty: Roads to Victory,0.51,2007,"Activision Publishing, Inc.",Action,1,0,24.95,64,3,1,1,0,1,0,0,0
X360,Transformers: The Game,0.51,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,14.95,52,2,1,0,1,0,0,0,1
PlayStation 3,NBA 2K8,0.5,2007,2K Sports,Sports,1,0,9.95,81,1,7,1,1,0,0,0,1
Sony PSP,Medal of Honor: Heroes 2,0.5,2007,"Electronic Arts, Inc.",Action,1,0,17.95,69,3,1,1,0,1,0,0,1
Nintendo Wii,Smarty Pants,0.5,2007,"Electronic Arts, Inc.",Strategy,0,0,17.95,65,1,1,0,0,0,0,0,0
X360,Spider-Man 3,0.5,2007,"Activision Publishing, Inc.",Action,1,0,11.95,63,2,1,0,1,0,0,0,1
PlayStation 3,Tom Clancy's Rainbow Six: Vegas,0.49,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,16.95,86,1,2,1,1,0,0,0,1
Nintendo Wii,Need for Speed: ProStreet,0.49,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc., Electronic Arts Russia",Racing / Driving,1,0,16.95,61,1,2,0,1,0,0,0,1
X360,NBA LIVE 08 ,0.49,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,73,2,1,0,0,0,0,0,1
X360,Dance Dance Revolution Universe 2,0.48,2007,"Konami Digital Entertainment, Inc.",Action,1,0,19.95,65,2,4,1,1,0,0,0,0
X360,MX vs. ATV Untamed,0.48,2007,THQ Inc.,Racing / Driving,1,0,17.95,70,2,2,1,1,0,0,0,1
Nintendo DS,Final Fantasy IV,0.48,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Role-Playing (RPG),1,1,17.95,85,3,1,0,0,1,0,0,0
PlayStation 3,WWE Smackdown vs. Raw 2009,0.48,2007,"THQ Inc., THQ International Ltd.",Sports,1,0,19.95,74,1,1,0,0,0,0,1,0
X360,NBA Street Homecourt,0.47,2007,"Electronic Arts, Inc.",Sports,1,0,7.95,80,2,4,1,0,0,0,0,1
Nintendo Wii,The Simpsons Game,0.47,2007,"Electronic Arts, Inc.",Action,0,0,17.95,64,1,2,0,1,0,0,0,1
Nintendo Wii,Winter Sports: The Ultimate Challenge,0.47,2007,RTL Sports,"Racing / Driving, Sports",0,0,16.95,52,1,1,0,0,0,0,0,0
Sony PSP,WWE Smackdown vs. Raw 2008,0.46,2007,THQ Inc.,Sports,1,0,16.95,68,3,4,1,0,1,0,0,1
PlayStation 3,Warhawk,0.46,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,0,0,34.95,84,1,4,1,0,0,1,0,0
Nintendo Wii,Tiger Woods PGA Tour 07,0.46,2007,"Electronic Arts, Inc.",Sports,1,0,17.95,71,1,4,0,1,0,0,0,1
X360,"Scene It? Lights, Camera, Action",0.46,2007,Microsoft Games Studios,Simulation,0,0,22.95,73,2,4,0,1,0,1,0,0
Nintendo DS,Crash of the Titans,0.46,2007,"Sierra Entertainment, Inc.",Action,0,0,17.95,73,3,1,0,0,1,0,0,0
Sony PSP,Sonic Rivals 2,0.46,2007,"SEGA of America, Inc.",Action,1,0,22.95,60,3,1,0,0,1,0,0,0
Nintendo Wii,Boogie,0.45,2007,"Electronic Arts, Inc.",Action,0,0,17.95,57,1,2,0,0,0,0,0,1
X360,Medal of Honor: Airborne,0.45,2007,"Electronic Arts, Inc.",Action,1,0,17.95,73,2,2,1,0,0,0,0,1
Nintendo Wii,The Sims 2: Castaway,0.45,2007,"Electronic Arts, Inc.",Simulation,1,0,17.95,73,1,1,0,0,0,0,0,1
Nintendo Wii,Spider-Man 3,0.45,2007,"Activision Publishing, Inc.",Action,1,0,14.95,53,1,1,0,1,0,0,0,1
X360,Lost Odyssey,0.45,2007,Microsoft Games Studios,Role-Playing (RPG),0,0,19.95,78,2,1,0,0,0,0,0,0
Nintendo DS,Bee Movie Game,0.44,2007,"Activision Publishing, Inc.",Adventure,0,0,17.95,58,3,1,0,1,1,0,0,1
Nintendo DS,Spider-Man 3,0.44,2007,"Activision Publishing, Inc.",Action,1,0,16.95,79,3,1,0,1,1,0,0,1
Sony PSP,Final Fantasy Tactics,0.44,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.","Role-Playing (RPG), Strategy",1,1,17.95,88,3,1,1,0,1,0,0,0
Nintendo Wii,Endless Ocean,0.44,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Simulation,0,0,24.95,72,1,1,1,0,0,0,0,0
PlayStation 3,SingStar,0.43,2007,Sony Computer Entertainment Europe Ltd.,Simulation,1,0,14.95,82,1,6,0,1,0,0,0,0
Nintendo Wii,Ratatouille,0.43,2007,THQ Inc.,Action,0,0,19.95,62,1,1,0,1,0,0,0,1
Nintendo Wii,The Sims 2: Pets,0.43,2007,"Electronic Arts, Inc.",Simulation,1,0,22.95,65,1,1,0,0,0,0,0,1
X360,Two Worlds,0.43,2007,"SouthPeak Interactive, LLC","Action, Role-Playing (RPG)",0,0,14.95,50,2,1,1,0,0,0,0,0
Nintendo Wii,Crash of the Titans,0.42,2007,"Sierra Entertainment, Inc.",Action,1,0,17.95,69,1,2,0,0,0,0,0,1
X360,Sonic the Hedgehog,0.41,2007,SEGA Corporation,Action,1,0,14.95,46,2,2,0,1,0,0,0,1
Nintendo DS,Mega Man Star Force: Dragon,0.41,2007,"Capcom Entertainment, Inc., CE Europe Ltd.","Action, Role-Playing (RPG)",1,0,27.95,60,3,1,0,0,1,0,0,0
Nintendo DS,Mega Man Star Force: Leo,0.41,2007,"Capcom Entertainment, Inc., CE Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,58,3,1,0,0,1,0,0,0
Nintendo DS,Mega Man Star Force: Pegasus,0.41,2007,"Capcom Entertainment, Inc., CE Europe Ltd.","Action, Role-Playing (RPG)",1,0,14.95,60,3,1,0,0,1,0,0,0
PlayStation 3,Disney/Pixar Cars: Mater-National Championship,0.4,2007,THQ Inc.,Racing / Driving,1,0,24.95,63,1,2,0,1,0,0,0,1
PlayStation 3,Sonic the Hedgehog,0.4,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,16.95,43,1,2,0,1,0,0,0,1
Nintendo Wii,Harry Potter and the Order of the Phoenix,0.4,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc.",Action,1,0,24.95,69,1,1,0,1,0,0,0,1
Nintendo Wii,Nicktoons: Attack of the Toybots,0.4,2007,THQ Inc.,Action,0,0,14.95,60,1,1,0,1,0,0,0,0
Nintendo Wii,WWE Smackdown vs. Raw 2008,0.39,2007,THQ Inc.,Sports,1,0,12.95,59,1,4,0,0,0,0,0,1
PlayStation 3,The Simpsons Game,0.39,2007,"Electronic Arts, Inc.",Action,0,0,17.95,71,1,2,1,1,0,0,0,1
X360,DiRT,0.39,2007,"Codemasters Software Company Limited, The","Racing / Driving, Simulation, Sports",0,0,17.95,83,2,1,1,1,0,0,0,1
X360,Kane & Lynch: Dead Men,0.38,2007,"Eidos, Inc., Eidos Interactive Ltd.",Action,0,0,14.95,65,2,2,1,0,0,0,0,1
Nintendo DS,Jam Sessions,0.38,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.","Educational, Simulation",0,0,8.95,72,3,1,0,0,1,0,0,0
Sony PSP,Monster Hunter Freedom 2,0.38,2007,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.","Action, Strategy",1,0,12.95,72,3,1,1,0,1,0,0,0
X360,Shadowrun,0.38,2007,Microsoft Games Studios,Action,0,1,12.95,66,2,1,1,1,0,0,0,0
PlayStation 3,FIFA Soccer 08,0.37,2007,"Electronic Arts, Inc.",Sports,1,0,17.95,81,1,7,1,1,0,0,0,1
Nintendo Wii,Thrillville: Off the Rails,0.37,2007,LucasArts,"Simulation, Strategy",1,0,16.95,70,1,4,0,0,0,0,0,1
PlayStation 3,Tony Hawk's Proving Ground,0.37,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Sports,1,0,12.95,73,1,2,1,1,0,0,0,1
Nintendo DS,My Word Coach,0.37,2007,"Ubisoft, Inc.",Educational,0,0,15.95,71,3,1,0,0,1,0,0,0
Nintendo DS,The World Ends With You,0.37,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.","Action, Adventure, Role-Playing (RPG)",0,0,17.95,88,3,1,0,0,1,0,0,0
Nintendo Wii,The BIGS,0.36,2007,2K Sports,"Action, Simulation, Sports",0,0,17.95,66,1,4,0,1,0,0,0,1
PlayStation 3,NCAA Football 08,0.36,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,77,1,2,1,1,0,0,0,1
Nintendo DS,Final Fantasy Tactics A2: Grimoire of the Rift,0.36,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.","Role-Playing (RPG), Strategy",1,0,17.95,80,3,1,0,0,1,0,0,0
X360,Beowulf: The Game,0.36,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,12.95,51,2,1,0,1,0,0,0,1
X360,The Darkness,0.36,2007,2K Games,Action,0,0,14.95,82,2,1,1,1,0,0,0,1
PlayStation 3,Tom Clancy's Ghost Recon: Advanced Warfighter 2...,0.35,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,17.95,84,1,4,1,1,0,0,0,1
Sony PSP,Final Fantasy,0.35,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Role-Playing (RPG),0,1,17.95,67,3,1,0,0,1,0,0,0
PlayStation 3,Lair,0.35,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Action,0,0,19.95,53,1,1,1,0,0,0,0,0
Nintendo Wii,Transformers: The Game,0.35,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,17.95,53,1,1,0,1,0,0,0,1
X360,Command & Conquer 3: Tiberium Wars,0.35,2007,"Electronic Arts, Inc.",Strategy,1,0,24.95,82,2,1,1,0,0,0,0,0
X360,Overlord,0.35,2007,"Codemasters Software Company Limited, The","Action, Strategy",0,0,17.95,76,2,1,1,0,0,0,0,0
Nintendo Wii,FIFA Soccer 08,0.34,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc.",Sports,1,0,16.95,65,1,4,0,1,0,0,0,1
Nintendo DS,Diner Dash,0.34,2007,Secret Stash Games,Action,0,0,17.95,64,3,1,0,0,1,0,0,1
Nintendo Wii,Medal of Honor: Heroes 2,0.34,2007,"Electronic Arts, Inc.",Action,1,0,19.95,73,1,1,1,0,0,0,0,1
X360,FIFA Soccer 08,0.33,2007,"Electronic Arts, Inc.",Sports,1,0,12.95,82,2,4,1,1,0,0,0,1
PlayStation 3,MX vs. ATV Untamed,0.33,2007,THQ Inc.,Racing / Driving,1,0,17.95,67,1,2,1,1,0,0,0,1
PlayStation 3,Time Crisis 4,0.33,2007,Namco Bandai Games America Inc.,Action,1,0,24.95,60,1,2,0,0,0,0,0,0
Nintendo Wii,Dragon Ball Z: Budokai Tenkaichi 3,0.33,2007,"Atari, Inc.",Action,1,0,17.95,72,1,2,1,0,0,0,0,1
Nintendo DS,Final Fantasy XII: Revenant Wings,0.33,2007,"ak tronic Software & Services GmbH, Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.","Role-Playing (RPG), Strategy",1,0,19.95,81,3,1,0,0,1,0,0,0
Sony PSP,SOCOM: U.S. Navy SEALs - Tactical Strike,0.33,2007,"Sony Computer Entertainment America, Inc.","Action, Strategy",1,0,14.95,72,3,1,0,0,1,0,0,0
PlayStation 3,Unreal Tournament III,0.33,2007,"Midway Home Entertainment, Inc., Midway Games, Inc., Midway Games Ltd.",Action,1,0,16.95,86,1,1,1,0,0,0,0,1
Nintendo Wii,Bee Movie Game,0.32,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,14.95,62,1,2,0,1,0,0,0,1
X360,Def Jam: Icon,0.32,2007,"Electronic Arts, Inc.",Action,1,0,17.95,69,2,2,1,1,0,0,0,1
PlayStation 3,Transformers: The Game,0.32,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,17.95,54,1,1,0,1,0,0,0,1
X360,TimeShift,0.32,2007,"Sierra Entertainment, Inc.",Action,0,0,12.95,70,2,1,1,0,0,0,0,1
Nintendo Wii,SSX Blur,0.31,2007,"Electronic Arts, Inc.",Sports,1,0,17.95,74,1,4,0,0,0,0,0,0
Nintendo DS,Bleach: The Blade of Fate,0.31,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,17.95,83,3,1,0,1,1,0,0,0
Nintendo DS,EA Playground,0.31,2007,"Electronic Arts, Inc.","Racing / Driving, Sports",0,0,11.95,60,3,1,0,0,1,0,0,1
Sony PSP,Final Fantasy II,0.31,2007,"Square Enix Co., Ltd., Square Enix, Ltd.",Role-Playing (RPG),1,1,17.95,63,3,1,0,0,1,0,0,0
PlayStation 3,skate.,0.3,2007,"Electronic Arts, Inc.","Action, Sports",0,0,17.95,85,1,4,1,1,0,0,0,1
PlayStation 3,The Eye of Judgment,0.3,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Strategy,0,0,12.95,75,1,2,1,0,0,0,0,0
PlayStation 3,MLB 07: The Show,0.3,2007,"Sony Computer Entertainment America, Inc.",Sports,1,0,9.95,77,1,2,1,1,0,0,0,1
PlayStation 3,Virtua Fighter 5,0.3,2007,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,14.95,85,1,2,0,0,0,0,0,1
Nintendo Wii,NiGHTS: Journey of Dreams,0.3,2007,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,14.95,69,1,2,1,0,0,0,0,0
Nintendo DS,Puzzle Quest: Challenge of the Warlords,0.3,2007,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.","Role-Playing (RPG), Strategy",0,0,17.95,82,3,1,0,0,1,0,0,1
Sony PSP,NBA Live 08,0.3,2007,"Electronic Arts, Inc.",Sports,1,0,14.95,73,3,1,0,1,1,0,0,1
PlayStation 3,Kane & Lynch: Dead Men,0.29,2007,"Eidos, Inc., Eidos Interactive Ltd.",Action,0,0,19.95,64,1,2,1,0,0,0,0,1
X360,Crash of the Titans,0.29,2007,"Sierra Entertainment, Inc.",Action,1,0,17.95,65,2,2,0,0,0,0,0,1
Nintendo DS,Harry Potter and the Order of the Phoenix,0.29,2007,"Electronic Arts, Inc.",Action,1,0,17.95,51,3,1,0,1,1,0,0,1
Nintendo DS,SimCity DS,0.29,2007,"Electronic Arts, Inc.",Simulation,0,1,14.95,69,3,1,0,0,1,0,0,0
Nintendo DS,Wario: Master of Disguise,0.29,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,14.95,60,3,1,0,0,1,0,0,0
Nintendo Wii,My Horse & Me,0.29,2007,"Atari Europe S.A.S.U., Atari, Inc.","Racing / Driving, Sports",0,0,17.95,49,1,1,0,1,0,0,0,0
Nintendo Wii,No More Heroes,0.29,2007,"Marvelous Interactive, Inc., Rising Star Games Ltd., Spike Co., Ltd., Ubisoft, Inc.","Action, Racing / Driving",0,0,17.95,83,1,1,0,0,0,0,0,0
X360,BlackSite: Area 51,0.29,2007,"Midway Home Entertainment, Inc., Midway Games Ltd.",Action,1,0,17.95,62,2,1,1,0,0,0,0,1
X360,Shrek the Third,0.28,2007,"Activision Publishing, Inc.",Action,1,0,14.95,56,2,2,0,1,0,0,0,1
Nintendo DS,Shrek the Third,0.28,2007,"Activision Publishing, Inc.",Adventure,1,0,16.95,70,3,1,0,1,1,0,0,1
Nintendo DS,Surf's Up,0.28,2007,"Ubisoft, Inc.","Racing / Driving, Sports",0,0,14.95,56,3,1,0,1,1,0,0,1
Sony PSP,MLB 07: The Show,0.28,2007,"Sony Computer Entertainment America, Inc.",Sports,1,0,9.95,82,3,1,0,1,1,0,0,1
X360,TMNT,0.28,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,19.95,58,2,1,0,1,0,0,0,1
X360,Spider-Man: Friend or Foe,0.27,2007,"Activision Deutschland GmbH, Activision Publishing, Inc., ATVI France SARL",Action,1,0,17.95,60,2,2,0,1,0,0,0,1
