Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Puzzler Collection,Strategy,Nintendo DS,0.16,2008,0,0,12.95,71,4,1,0,1,1,0,0,0
Condemned 2: Bloodshot,"Action, Adventure",PlayStation 3,0.16,2008,1,0,14.95,82,2,1,1,0,0,0,0,1
Silent Hill: Homecoming,Action,PlayStation 3,0.16,2008,1,0,17.95,71,2,1,0,0,0,0,0,1
Command & Conquer: Red Alert 3,Strategy,X360,0.16,2008,1,0,14.95,77,3,1,1,0,0,0,0,0
Viking: Battle for Asgard,Action,X360,0.16,2008,0,0,14.95,68,3,1,0,0,0,0,0,0
Beijing 2008,Sports,X360,0.15,2008,1,0,14.95,60,3,4,1,1,0,0,0,0
Don King Presents: Prizefighter,Sports,X360,0.15,2008,0,0,14.95,56,3,2,1,1,0,0,0,0
Bomberman,"Action, Strategy",Sony PSP,0.15,2008,1,0,12.95,73,4,1,1,0,1,0,0,1
Ferrari Challenge Trofeo Pirelli,Racing / Driving,PlayStation 3,0.15,2008,0,0,17.95,71,2,1,1,1,0,0,0,0
Command & Conquer 3: Kane's Wrath,Strategy,X360,0.15,2008,1,0,17.95,75,3,1,1,0,0,0,0,0
Lost: Via Domus,"Action, Adventure",X360,0.15,2008,0,0,17.95,55,3,1,0,1,0,0,0,1
NHL 2K9 ,Sports,X360,0.15,2008,1,0,14.95,69,3,1,0,0,0,0,0,1
Eternal Sonata,Role-Playing (RPG),PlayStation 3,0.14,2008,0,0,24.95,80,2,2,0,0,0,0,0,1
Viva Pi§ata: Trouble in Paradise,"Racing / Driving, Simulation, Strategy",X360,0.14,2008,1,0,17.95,82,3,2,1,0,0,0,0,0
FlatOut: Head On,"Racing / Driving, Sports",Sony PSP,0.14,2008,1,0,9.95,74,4,1,0,0,1,0,0,0
Viking: Battle for Asgard,Action,PlayStation 3,0.14,2008,0,0,16.95,65,2,1,0,0,0,0,0,0
Neopets Puzzle Adventure,"Role-Playing (RPG), Strategy",Nintendo Wii,0.14,2008,0,0,14.95,52,2,1,0,1,0,0,0,1
TNA iMPACT!,Sports,Nintendo Wii,0.14,2008,0,0,14.95,43,2,1,0,1,0,0,0,1
Tomb Raider: Underworld,Action,Nintendo Wii,0.14,2008,1,0,17.95,70,2,1,0,0,0,0,0,0
The Club,Action,X360,0.13,2008,0,0,14.95,76,3,4,1,0,0,0,0,1
SNK Arcade Classics Vol. 1,"Action, Sports",Sony PSP,0.13,2008,0,1,17.95,68,4,2,1,0,1,0,0,1
Zoo Hospital,"Educational, Simulation",Nintendo Wii,0.13,2008,0,0,22.95,61,2,2,0,0,0,0,0,0
The Chronicles of Narnia: Prince Caspian,"Action, Role-Playing (RPG)",X360,0.13,2008,1,0,14.95,56,3,2,1,1,0,0,0,1
WWE Smackdown! vs Raw 2009,Sports,Nintendo DS,0.13,2008,1,0,17.95,58,4,1,0,0,1,0,0,0
Cabela's Dangerous Hunts 2009,Sports,X360,0.13,2008,1,0,19.95,42,3,1,0,1,0,0,0,0
Dark Messiah of Might and Magic: Elements,"Action, Role-Playing (RPG)",X360,0.13,2008,0,0,17.95,52,3,1,1,0,0,0,0,0
Fracture,Action,X360,0.13,2008,0,0,14.95,63,3,1,1,0,0,0,0,1
Lips,Simulation,X360,0.12,2008,0,0,39.95,71,3,6,0,0,0,1,0,0
Bomberman Land,Action,Nintendo Wii,0.12,2008,1,0,19.95,57,2,4,0,0,0,0,0,0
Nitrobike,"Action, Racing / Driving, Sports",Nintendo Wii,0.12,2008,0,0,14.95,49,2,4,1,0,0,0,0,0
Culdcept Saga,Strategy,X360,0.12,2008,0,0,17.95,75,3,4,1,0,0,0,0,0
Facebreaker,Sports,PlayStation 3,0.12,2008,0,0,14.95,53,2,2,1,0,0,0,0,1
MLB Power Pros 2008,Sports,Nintendo Wii,0.12,2008,1,0,22.95,83,2,2,0,1,0,0,0,1
Mushroom Men: The Spore Wars,Action,Nintendo Wii,0.12,2008,0,0,17.95,72,2,2,0,0,0,0,0,0
Dragon Quest V: Hand of the Heavenly Bride,Role-Playing (RPG),Nintendo DS,0.12,2008,1,1,29.95,84,4,1,0,0,1,0,0,0
Ninjatown,Strategy,Nintendo DS,0.12,2008,0,0,19.95,80,4,1,0,1,1,0,0,0
Super Dodgeball Brawlers,"Action, Sports",Nintendo DS,0.12,2008,0,0,19.95,65,4,1,0,0,1,0,0,0
Dokapon Kingdom,"Role-Playing (RPG), Strategy",Nintendo Wii,0.12,2008,0,0,17.95,72,2,1,0,0,0,0,0,1
Alone in the Dark,"Action, Adventure, Racing / Driving",X360,0.12,2008,0,1,14.95,58,3,1,0,0,0,0,0,1
NBA 09: The Inside,Sports,PlayStation 3,0.11,2008,1,0,14.95,63,2,4,1,1,0,0,0,0
Sega Superstars Tennis,Sports,PlayStation 3,0.11,2008,0,0,16.95,67,2,4,1,0,0,0,0,1
Baja: Edge of Control,"Racing / Driving, Simulation, Sports",X360,0.11,2008,0,0,16.95,65,3,4,1,1,0,0,0,1
Destroy All Humans! Big Willy Unleashed,Adventure,Nintendo Wii,0.11,2008,1,0,17.95,53,2,2,0,0,0,0,0,0
Space Invaders Extreme,Action,Nintendo DS,0.11,2008,0,1,16.95,85,4,1,1,0,1,0,0,1
Ultimate Band,"Action, Simulation",Nintendo DS,0.11,2008,0,0,14.95,69,4,1,0,0,1,0,0,0
The Club,Action,PlayStation 3,0.1,2008,0,0,14.95,72,2,4,1,0,0,0,0,1
Madagascar: Escape 2 Africa,Action,PlayStation 3,0.1,2008,0,0,24.95,58,2,4,0,1,0,0,0,1
NBA Ballers: Chosen One,Sports,PlayStation 3,0.1,2008,1,0,14.95,54,2,4,1,1,0,0,0,1
Dream Pinball 3D,Simulation,Nintendo Wii,0.1,2008,0,0,16.95,54,2,4,0,0,0,0,0,0
Madagascar: Escape 2 Africa,Action,X360,0.1,2008,0,0,19.95,62,3,4,0,1,0,0,0,1
Rock Band: Track Pack - Volume 2,"Action, Simulation",X360,0.1,2008,2,0,17.95,70,3,4,0,0,0,0,0,0
Karaoke Revolution Presents: American Idol Encore,Simulation,X360,0.1,2008,1,0,22.95,70,3,3,0,1,0,1,0,1
Pro Evolution Soccer 2008,Sports,Nintendo Wii,0.1,2008,1,0,17.95,83,2,2,0,0,0,0,0,1
Avalon Code,"Action, Adventure, Role-Playing (RPG)",Nintendo DS,0.1,2008,0,0,27.95,71,4,1,0,0,1,0,0,0
Disgaea DS,"Role-Playing (RPG), Strategy",Nintendo DS,0.1,2008,0,1,24.95,82,4,1,0,0,1,0,0,0
Guitar Rock Tour,Simulation,Nintendo DS,0.1,2008,0,0,13.95,60,4,1,0,0,1,0,0,0
Lost in Blue 3,Role-Playing (RPG),Nintendo DS,0.1,2008,1,0,17.95,59,4,1,0,0,1,0,0,0
Syberia,Adventure,Nintendo DS,0.1,2008,0,0,23.95,52,4,1,0,0,1,0,0,1
Afrika,"Adventure, Simulation",PlayStation 3,0.1,2008,0,0,47.95,63,2,1,0,0,0,0,0,0
NFL Head Coach 09,"Simulation, Sports, Strategy",PlayStation 3,0.1,2008,1,0,14.95,64,2,1,1,1,0,0,0,0
NHL 2K9,Sports,PlayStation 3,0.1,2008,1,0,14.95,70,2,1,0,1,0,0,0,1
Brothers in Arms: Double Time,"Action, Strategy",Nintendo Wii,0.1,2008,1,0,17.95,45,2,1,0,1,0,0,0,0
ObsCure: The Aftermath,Action,Nintendo Wii,0.1,2008,1,0,16.95,53,2,1,0,0,0,0,0,0
MotoGP 08,"Racing / Driving, Simulation, Sports",X360,0.1,2008,1,0,16.95,68,3,1,1,1,0,0,0,1
NFL Head Coach 09,"Simulation, Sports, Strategy",X360,0.1,2008,1,0,12.95,67,3,1,1,1,0,0,0,0
NFL Tour,"Action, Sports",X360,0.1,2008,0,0,12.95,49,3,1,0,1,0,0,0,1
Pinball Hall of Fame: The Williams Collection,Simulation,Sony PSP,0.09,2008,1,0,17.95,78,4,4,1,1,1,0,0,1
Baja: Edge of Control,"Racing / Driving, Simulation, Sports",PlayStation 3,0.09,2008,0,0,17.95,61,2,4,1,1,0,0,0,1
NFL Tour,"Action, Sports",PlayStation 3,0.09,2008,0,0,14.95,45,2,4,1,1,0,0,0,1
Wall-E,Action,PlayStation 3,0.09,2008,0,0,17.95,51,2,4,0,1,0,0,0,0
Ninja Reflex,Action,Nintendo Wii,0.09,2008,0,0,14.95,49,2,4,0,0,0,0,0,1
Conflict: Denied Ops,Action,X360,0.09,2008,0,0,12.95,52,3,4,1,0,0,0,0,0
Top Spin 3,Sports,X360,0.09,2008,1,0,19.95,78,3,4,1,1,0,0,0,0
Blitz: The League II,"Action, Sports",PlayStation 3,0.09,2008,1,0,14.95,62,2,2,1,0,0,0,0,1
Hellboy: The Science of Evil,"Action, Adventure",PlayStation 3,0.09,2008,1,0,16.95,47,2,2,1,1,0,0,0,1
Castlevania Judgment,Action,Nintendo Wii,0.09,2008,0,0,17.95,49,2,2,1,0,0,0,0,0
Death Jr. II: Root of Evil,Action,Nintendo Wii,0.09,2008,1,0,17.95,71,2,2,0,0,0,0,0,1
Raiden IV,Action,X360,0.09,2008,1,0,32.95,63,3,2,0,0,0,0,0,0
Metal Slug 7,Action,Nintendo DS,0.09,2008,1,0,17.95,70,4,1,0,0,1,0,0,0
Spider-Man: Web of Shadows,Action,Nintendo DS,0.09,2008,0,0,15.95,77,4,1,0,1,1,0,0,1
Tecmo Bowl Kickoff,"Action, Sports",Nintendo DS,0.09,2008,0,0,15.95,66,4,1,1,0,1,0,0,0
Trauma Center: Under The Knife 2,"Action, Simulation",Nintendo DS,0.09,2008,1,0,19.95,79,4,1,0,0,1,0,0,0
Alone in the Dark: Inferno,"Action, Adventure, Racing / Driving",PlayStation 3,0.09,2008,1,0,16.95,69,2,1,0,0,0,0,0,0
Fracture,Action,PlayStation 3,0.09,2008,0,0,14.95,62,2,1,1,0,0,0,0,1
Alone in the Dark,"Action, Adventure, Racing / Driving",Nintendo Wii,0.09,2008,0,1,14.95,39,2,1,0,0,0,0,0,1
Final Fantasy Fables: Chocobo's Dungeon,"Action, Role-Playing (RPG)",Nintendo Wii,0.09,2008,1,0,17.95,76,2,1,1,0,0,0,0,0
The King of Fighters Collection: The Orochi Saga,Action,Nintendo Wii,0.09,2008,1,1,17.95,70,2,1,0,0,0,0,0,1
Klonoa: Door to Phantomile,Action,Nintendo Wii,0.09,2008,1,0,17.95,77,2,1,0,0,0,0,0,0
Samurai Warriors: Katana,Action,Nintendo Wii,0.09,2008,1,0,17.95,53,2,1,0,0,0,0,0,0
Battle of the Bands,"Action, Simulation",Nintendo Wii,0.08,2008,0,0,14.95,58,2,2,0,0,0,0,0,0
Hellboy: The Science of Evil,"Action, Adventure",X360,0.08,2008,1,0,14.95,44,3,2,1,1,0,0,0,1
Dragon Ball: Origins,"Action, Adventure",Nintendo DS,0.08,2008,1,0,15.95,78,4,1,0,1,1,0,0,0
Ninja Reflex,Action,Nintendo DS,0.08,2008,0,0,12.95,54,4,1,0,0,1,0,0,1
Space Bust-A-Move,Strategy,Nintendo DS,0.08,2008,1,0,17.95,71,4,1,0,0,1,0,0,0
Top Spin 3,Sports,PlayStation 3,0.08,2008,1,0,24.95,75,2,1,0,1,0,0,0,0
UEFA Euro 2008,Sports,PlayStation 3,0.07,2008,1,0,17.95,79,2,7,1,1,0,0,0,1
"Blast Works: Build, Trade, Destroy",Action,Nintendo Wii,0.07,2008,0,0,14.95,78,2,4,0,0,0,0,0,0
FIFA Street 3,Sports,X360,0.07,2008,1,0,14.95,63,3,4,1,1,0,0,0,1
Blitz: The League II,"Action, Sports",X360,0.07,2008,1,0,12.95,68,3,2,1,0,0,0,0,1
Space Chimps,"Action, Adventure",X360,0.07,2008,0,0,14.95,57,3,2,0,1,0,0,0,0
The Spiderwick Chronicles,"Action, Adventure",X360,0.07,2008,0,0,14.95,59,3,2,0,1,0,0,0,1
Brain Voyage,Action,Nintendo DS,0.07,2008,0,0,17.95,52,4,1,0,0,1,0,0,0
Etrian Odyssey II: Heroes of Lagaard,Role-Playing (RPG),Nintendo DS,0.07,2008,1,0,24.95,82,4,1,0,0,1,0,0,0
Exit DS,"Action, Strategy",Nintendo DS,0.07,2008,0,0,14.95,64,4,1,0,0,1,0,0,1
Line Rider 2: Unbound,"Simulation, Sports",Nintendo DS,0.07,2008,1,0,8.95,59,4,1,0,0,1,0,0,1
The King of Fighters Collection: The Orochi Saga,Action,Sony PSP,0.07,2008,1,1,17.95,61,4,1,0,0,1,0,0,1
Target: Terror,Action,Nintendo Wii,0.07,2008,0,0,17.95,33,2,1,0,0,0,0,0,0
Wild Earth: African Safari,"Adventure, Educational, Simulation",Nintendo Wii,0.07,2008,0,0,16.95,60,2,1,0,0,0,0,0,0
Legendary,Action,X360,0.07,2008,0,0,17.95,47,3,1,1,0,0,0,0,0
Universe at War: Earth Assault,"Action, Strategy",X360,0.07,2008,0,0,14.95,66,3,1,1,0,0,0,0,0
Smash Court Tennis 3,"Simulation, Sports",X360,0.06,2008,1,0,14.95,55,3,4,1,0,0,0,0,1
Code Lyoko: Fall of X.A.N.A,"Action, Role-Playing (RPG)",Nintendo DS,0.06,2008,1,0,14.95,51,4,1,0,1,1,0,0,0
Knights in the Nightmare,"Role-Playing (RPG), Strategy",Nintendo DS,0.06,2008,0,0,29.95,76,4,1,0,0,1,0,0,0
Lock's Quest,"Action, Adventure, Strategy",Nintendo DS,0.06,2008,0,0,14.95,80,4,1,0,0,1,0,0,0
Master of the Monster Lair,Role-Playing (RPG),Nintendo DS,0.06,2008,0,0,14.95,63,4,1,0,0,1,0,0,0
N+,Action,Nintendo DS,0.06,2008,0,0,14.95,82,4,1,0,0,1,0,0,1
Pipe Mania,Strategy,Nintendo DS,0.06,2008,0,0,14.95,71,4,1,0,0,1,0,0,1
Pop Cutie! Street Fashion Simulation,Simulation,Nintendo DS,0.06,2008,0,0,22.95,72,4,1,0,0,1,0,0,0
Red Bull BC One,Action,Nintendo DS,0.06,2008,0,0,7.95,48,4,1,0,1,1,0,0,0
The Spiderwick Chronicles,Role-Playing (RPG),Nintendo DS,0.06,2008,0,0,12.95,60,4,1,0,1,1,0,0,1
Summon Night: Twin Age,Role-Playing (RPG),Nintendo DS,0.06,2008,0,0,24.95,73,4,1,0,0,1,0,0,0
Wild Arms XF,Role-Playing (RPG),Sony PSP,0.06,2008,0,0,17.95,64,4,1,0,0,1,0,0,0
FIFA Street 3,Sports,PlayStation 3,0.06,2008,1,0,17.95,63,2,1,0,1,0,0,0,1
MotoGP 08,"Racing / Driving, Simulation, Sports",PlayStation 3,0.06,2008,1,0,17.95,65,2,1,0,1,0,0,0,1
Harvey Birdman: Attorney at Law,Adventure,Nintendo Wii,0.06,2008,0,0,14.95,60,2,1,0,1,0,0,0,0
Let's Tap,Simulation,Nintendo Wii,0.06,2008,0,0,17.95,70,2,1,0,0,0,0,0,0
NHL 2K9,Sports,Nintendo Wii,0.06,2008,1,0,14.95,65,2,1,0,1,0,0,0,1
Warhammer: Mark of Chaos - Battle March,Strategy,X360,0.06,2008,0,0,19.95,55,3,1,1,1,0,0,0,0
Conflict: Denied Ops,Action,PlayStation 3,0.05,2008,0,0,17.95,51,2,4,1,0,0,0,0,0
Worms: A Space Oddity,"Action, Strategy",Nintendo Wii,0.05,2008,1,0,17.95,64,2,4,0,0,0,0,0,0
UEFA Euro 2008,Sports,X360,0.05,2008,1,0,14.95,80,3,4,1,1,0,0,0,1
Overlord: Raising Hell,"Action, Strategy",PlayStation 3,0.05,2008,1,0,17.95,72,2,2,1,0,0,0,0,0
Ford Racing Off Road,Racing / Driving,Nintendo Wii,0.05,2008,1,0,16.95,37,2,2,0,1,0,1,0,0
SNK Arcade Classics Vol. 1,"Action, Sports",Nintendo Wii,0.05,2008,0,1,17.95,73,2,2,0,0,0,0,0,0
Battle Fantasia,"Action, Role-Playing (RPG)",X360,0.05,2008,0,0,22.95,71,3,2,1,0,0,0,0,0
Bangai-O Spirits,Action,Nintendo DS,0.05,2008,0,0,14.95,83,4,1,0,0,1,0,0,0
Dungeon Explorer: Warriors of Ancient Arts,"Action, Role-Playing (RPG)",Nintendo DS,0.05,2008,0,0,17.95,60,4,1,0,0,1,0,0,0
From the Abyss,"Action, Role-Playing (RPG)",Nintendo DS,0.05,2008,0,0,19.95,60,4,1,0,0,1,0,0,0
Garfield's Fun Fest,Action,Nintendo DS,0.05,2008,0,0,12.95,44,4,1,0,1,1,0,0,0
New International Track & Field,"Action, Sports",Nintendo DS,0.05,2008,0,1,14.95,73,4,1,0,0,1,0,0,0
Soul Bubbles,Strategy,Nintendo DS,0.05,2008,0,0,14.95,78,4,1,0,0,1,0,0,0
Tropix!,Action,Nintendo DS,0.05,2008,0,0,23.95,59,4,1,0,0,1,0,0,0
Unsolved Crimes,"Action, Adventure, Racing / Driving",Nintendo DS,0.05,2008,0,0,17.95,66,4,1,0,0,1,0,0,0
Zubo,"Adventure, Role-Playing (RPG), Strategy",Nintendo DS,0.05,2008,0,0,14.95,75,4,1,0,0,1,0,0,0
Ford Racing Off Road,Racing / Driving,Sony PSP,0.05,2008,1,0,12.95,47,4,1,1,1,1,0,0,1
Harvey Birdman: Attorney at Law,Adventure,Sony PSP,0.05,2008,0,0,14.95,62,4,1,0,1,1,0,0,1
Secret Agent Clank,Action,Sony PSP,0.05,2008,1,0,23.95,72,4,1,0,0,1,0,0,1
Space Invaders Extreme,Action,Sony PSP,0.05,2008,0,1,16.95,84,4,1,0,0,1,0,0,1
Armored Core: For Answer,Action,PlayStation 3,0.05,2008,1,0,29.95,62,2,1,0,0,0,0,0,1
Legendary,Action,PlayStation 3,0.05,2008,0,0,19.95,50,2,1,0,0,0,0,0,0
Agatha Christie: Evil Under the Sun,Adventure,Nintendo Wii,0.05,2008,1,0,17.95,46,2,1,0,1,0,0,0,0
Agatha Christie: And Then There Were None,Adventure,Nintendo Wii,0.05,2008,0,0,17.95,50,2,1,0,1,0,0,0,0
Armored Core: For Answer,Action,X360,0.05,2008,1,0,24.95,64,3,1,1,0,0,0,0,1
Cradle of Rome,Strategy,Nintendo DS,0.04,2008,0,0,17.95,63,4,1,0,0,1,0,0,0
The Dark Spire,"Adventure, Role-Playing (RPG)",Nintendo DS,0.04,2008,0,0,24.95,69,4,1,0,0,1,0,0,0
"Flower, Sun and Rain",Adventure,Nintendo DS,0.04,2008,0,0,23.95,54,4,1,0,0,1,0,0,0
Insecticide,"Action, Adventure",Nintendo DS,0.04,2008,0,0,12.95,55,4,1,0,0,1,0,0,0
Izuna 2: The Unemployed Ninja Returns,Role-Playing (RPG),Nintendo DS,0.04,2008,1,0,17.95,65,4,1,0,0,1,0,0,0
Looney Tunes: Cartoon Conductor,Action,Nintendo DS,0.04,2008,0,0,13.95,67,4,1,0,1,1,0,0,0
Nanostray 2,Action,Nintendo DS,0.04,2008,1,0,12.95,75,4,1,0,0,1,0,0,0
Hellboy: The Science of Evil,Action,Sony PSP,0.04,2008,1,0,14.95,42,4,1,1,1,1,0,0,1
Pipe Mania,Strategy,Sony PSP,0.04,2008,0,0,12.95,74,4,1,0,0,1,0,0,1
UEFA Euro 2008,Sports,Sony PSP,0.04,2008,1,0,19.95,68,4,1,1,1,1,0,0,1
Vampire Rain,Action,PlayStation 3,0.04,2008,0,0,24.95,30,2,1,0,0,0,0,0,0
Baroque,"Action, Role-Playing (RPG)",Nintendo Wii,0.04,2008,0,0,19.95,50,2,1,0,0,0,0,0,1
Mortimer Beckett and the Secrets of the Spooky Manor,Strategy,Nintendo Wii,0.04,2008,0,0,22.95,56,2,1,0,0,0,0,0,0
Supreme Commander,Strategy,X360,0.04,2008,0,0,17.95,56,3,1,1,0,0,0,0,0
Hail to the Chimp,"Action, Strategy",X360,0.03,2008,0,0,16.95,52,3,4,1,0,0,0,0,1
Assassin's Creed: Altaãr's Chronicles,Action,Nintendo DS,0.03,2008,1,0,11.95,58,4,1,0,0,1,0,0,1
Igor: The Game,Action,Nintendo DS,0.03,2008,0,0,14.95,43,4,1,0,0,1,0,0,0
The Legend of Kage 2,Action,Nintendo DS,0.03,2008,1,0,14.95,70,4,1,0,0,1,0,0,0
Rhapsody: A Musical Adventure,Role-Playing (RPG),Nintendo DS,0.03,2008,0,0,12.95,67,4,1,0,0,1,0,0,0
Secret Files: Tunguska,Adventure,Nintendo DS,0.03,2008,0,0,17.95,71,4,1,0,0,1,0,0,1
Toy Shop,Simulation,Nintendo DS,0.03,2008,0,0,12.95,31,4,1,0,0,1,0,0,0
Downstream Panic!,Strategy,Sony PSP,0.03,2008,0,0,14.95,77,4,1,0,0,1,0,0,0
Fading Shadows,"Action, Adventure",Sony PSP,0.03,2008,0,0,17.95,62,4,1,1,0,1,0,0,0
Hail to the Chimp,"Action, Strategy",PlayStation 3,0.03,2008,0,0,15.95,51,2,1,0,0,0,0,0,1
Emergency Mayhem,"Action, Racing / Driving",Nintendo Wii,0.02,2008,0,0,8.95,40,2,4,0,0,0,0,0,0
Secret Files: Tunguska,Adventure,Nintendo Wii,0.02,2008,0,0,17.95,64,2,2,0,0,0,0,0,1
Chicken Hunter,Action,Nintendo DS,0.02,2008,0,0,17.95,39,4,1,0,0,1,0,0,0
Commando: Steel Disaster,Action,Nintendo DS,0.02,2008,0,0,16.95,64,4,1,0,0,1,0,0,0
Drone Tactics,Strategy,Nintendo DS,0.02,2008,0,0,24.95,74,4,1,0,0,1,0,0,0
Eco-Creatures: Save the Forest,Strategy,Nintendo DS,0.02,2008,0,0,11.95,55,4,1,0,0,1,0,0,0
Jake Hunter: Detective Chronicles,Adventure,Nintendo DS,0.02,2008,0,0,17.95,47,4,1,0,0,1,0,0,0
"Teenage Zombies: ""Invasion of the Alien Brain T...","Action, Adventure",Nintendo DS,0.02,2008,0,0,9.95,67,4,1,0,0,1,0,0,0
Time Hollow,"Adventure, Simulation",Nintendo DS,0.02,2008,0,0,24.95,64,4,1,0,0,1,0,0,0
N+,Action,Sony PSP,0.02,2008,0,0,14.95,79,4,1,1,0,1,0,0,1
Warriors Orochi,"Action, Role-Playing (RPG)",Sony PSP,0.02,2008,0,0,14.95,62,4,1,0,0,1,0,0,1
Rise of the Argonauts,"Action, Adventure",PlayStation 3,0.02,2008,0,0,19.95,57,2,1,0,0,0,0,0,0
George of the Jungle and the Search for the Secret,Action,Nintendo Wii,0.02,2008,0,0,16.95,35,2,1,0,1,0,0,0,1
Line Rider 2: Unbound,"Simulation, Sports",Nintendo Wii,0.02,2008,1,0,7.95,62,2,1,0,0,0,0,0,1
PDC World Championship Darts 2008,"Simulation, Sports",Nintendo Wii,0.02,2008,1,0,24.95,51,2,1,0,1,0,0,0,1
Rise of the Argonauts,"Action, Adventure",X360,0.02,2008,0,0,47.95,54,3,1,0,0,0,0,0,0
Dungeon Explorer: Warriors of Ancient Arts,"Action, Role-Playing (RPG)",Sony PSP,0.01,2008,0,0,17.95,56,4,4,1,0,1,0,0,0
Summer Athletics: The Ultimate Challenge,Sports,X360,0.01,2008,0,0,14.95,48,3,4,0,0,0,0,0,0
Away: Shuffle Dungeon,"Action, Role-Playing (RPG)",Nintendo DS,0.01,2008,0,0,14.95,65,4,1,0,0,1,0,0,0
PDC World Championship Darts,"Simulation, Sports",Sony PSP,0.01,2008,0,0,9.95,43,4,1,0,1,1,0,0,0
Rebel Raiders: Operation Nighthawk,Action,Nintendo Wii,0.01,2008,0,0,24.95,40,2,1,0,0,0,0,0,0
Wii Sports Resort,"Action, Sports",Nintendo Wii,13.87,2009,1,0,39.95,80,3,4,0,0,0,0,0,0
New Super Mario Bros. Wii,Action,Nintendo Wii,11.35,2009,1,0,39.95,87,3,4,0,0,0,0,0,1
Wii Fit Plus,"Educational, Sports",Nintendo Wii,9.06,2009,1,0,17.95,80,3,1,0,0,0,0,0,0
Call of Duty: Modern Warfare 2,Action,X360,8.61,2009,1,0,47.95,94,4,4,1,0,0,0,0,1
Call of Duty: Modern Warfare 2,Action,PlayStation 3,4.95,2009,1,0,49.95,94,3,4,1,0,0,0,0,1
Halo 3: ODST,"Action, Racing / Driving",X360,4.36,2009,1,0,32.95,83,4,4,1,0,0,0,0,0
PokÇmon HeartGold,Role-Playing (RPG),Nintendo DS,3.72,2009,1,1,32.95,87,5,1,0,0,1,0,0,0
PokÇmon SoulSilver,Role-Playing (RPG),Nintendo DS,3.72,2009,1,1,34.95,87,5,1,0,0,1,0,0,0
Assassin's Creed II,Action,X360,2.81,2009,1,0,29.95,90,4,1,0,0,0,0,0,1
Forza Motorsport 3,"Racing / Driving, Simulation",X360,2.79,2009,1,0,39.95,92,4,2,1,0,0,0,0,0
Uncharted 2: Among Thieves,"Action, Adventure",PlayStation 3,2.47,2009,1,0,44.95,96,3,1,1,0,0,0,0,0
Left 4 Dead 2,Action,X360,2.41,2009,1,0,27.95,89,4,1,1,0,0,0,0,0
Assassin's Creed II,Action,PlayStation 3,2.18,2009,1,0,29.95,91,3,1,0,0,0,0,0,1
EA SPORTS Active,"Educational, Sports",Nintendo Wii,2.16,2009,0,0,39.95,81,3,2,0,0,0,0,0,0
Mario & Luigi: Bowser's Inside Story,"Action, Role-Playing (RPG)",Nintendo DS,2.03,2009,1,0,29.95,90,5,1,0,0,1,0,0,0
Resident Evil 5,Action,X360,1.89,2009,1,0,22.95,85,4,2,1,0,0,0,0,1
God of War Collection,"Action, Adventure",PlayStation 3,1.86,2009,0,1,27.95,91,3,1,0,0,0,0,0,0
Borderlands,"Action, Role-Playing (RPG)",X360,1.82,2009,0,0,34.95,84,4,2,1,0,0,0,0,1
Resident Evil 5,Action,PlayStation 3,1.62,2009,1,0,24.95,86,3,2,1,0,0,0,0,1
Dragon Age: Origins,Role-Playing (RPG),X360,1.58,2009,0,0,37.95,86,4,1,0,0,0,0,0,0
UFC 2009 Undisputed,Sports,X360,1.5,2009,1,0,19.95,83,4,2,1,1,0,0,0,1
Batman: Arkham Asylum,Action,PlayStation 3,1.46,2009,0,0,32.95,91,3,1,0,1,0,0,0,1
Final Fantasy XIII,Role-Playing (RPG),PlayStation 3,1.44,2009,1,0,44.95,83,3,1,0,0,0,0,0,1
Scribblenauts,"Action, Strategy",Nintendo DS,1.38,2009,0,0,24.95,79,5,1,0,0,1,0,0,0
Killzone 2,Action,PlayStation 3,1.38,2009,1,0,22.95,91,3,1,1,0,0,0,0,0
The Legend of Zelda: Spirit Tracks,Action,Nintendo DS,1.29,2009,1,0,24.95,87,5,1,0,0,1,0,0,0
Batman: Arkham Asylum,Action,X360,1.26,2009,0,0,29.95,92,4,1,0,1,0,0,0,1
inFAMOUS,Action,PlayStation 3,1.24,2009,0,0,24.95,85,3,1,0,0,0,0,0,0
Halo Wars,Strategy,X360,1.24,2009,1,0,17.95,82,4,1,1,0,0,0,0,0
Street Fighter IV,Action,PlayStation 3,1.09,2009,1,0,22.95,94,3,2,1,0,0,0,0,1
Street Fighter IV,Action,X360,1.07,2009,1,0,24.95,93,4,2,1,0,0,0,0,1
UFC 2009 Undisputed,Sports,PlayStation 3,1.06,2009,1,0,22.95,85,3,2,1,1,0,0,0,1
The Beatles: Rock Band,"Action, Simulation",X360,0.95,2009,1,0,24.95,89,4,6,1,1,0,0,0,1
Sonic's Ultimate Genesis Collection,"Action, Adventure, Role-Playing (RPG)",PlayStation 3,0.95,2009,0,1,17.95,80,3,2,0,0,0,0,0,1
Fight Night Round 4,Sports,X360,0.94,2009,1,0,19.95,87,4,2,1,0,0,0,0,1
Punch-Out!!,Sports,Nintendo Wii,0.93,2009,1,0,39.95,86,3,2,0,0,0,0,0,0
Guitar Hero 5,"Action, Simulation",Nintendo Wii,0.91,2009,1,0,24.95,89,3,4,1,0,0,0,0,1
