Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Call of Duty 4: Modern Warfare,Action,X360,5.77,2007,1,0,29.95,94,2,4,1,0,0,0,0,1
Super Mario Galaxy,Action,Nintendo Wii,4.94,2007,1,0,39.95,97,1,2,0,0,0,0,0,0
Mario Party DS,"Action, Strategy",Nintendo DS,4.34,2007,1,0,27.95,72,3,1,0,0,1,0,0,0
Mario Party 8,"Action, Strategy",Nintendo Wii,3.84,2007,1,0,39.95,62,1,4,0,0,0,0,0,0
Guitar Hero III: Legends of Rock,"Action, Simulation",X360,3.28,2007,1,0,12.95,85,2,2,1,0,0,0,0,1
Link's Crossbow Training,Action,Nintendo Wii,3.2,2007,0,0,14.95,68,1,1,0,0,0,0,0,0
Guitar Hero III: Legends of Rock,"Action, Simulation",Nintendo Wii,3.19,2007,1,0,49.95,86,1,2,1,0,0,0,0,1
Assassin's Creed,Action,X360,3.17,2007,0,0,16.95,81,2,1,0,0,0,0,0,1
LEGO Star Wars: The Complete Saga,Action,Nintendo Wii,3.03,2007,1,0,17.95,80,1,2,0,1,0,0,0,1
Call of Duty 4: Modern Warfare,Action,PlayStation 3,2.91,2007,1,0,24.95,94,1,4,1,0,0,0,0,1
Mario & Sonic at the Olympic Games,"Action, Sports",Nintendo Wii,2.74,2007,0,0,29.95,67,1,4,0,1,0,0,0,1
LEGO Star Wars: The Complete Saga,"Action, Racing / Driving",Nintendo DS,2.66,2007,1,0,17.95,80,3,1,0,1,1,0,0,1
Forza Motorsport 2,Racing / Driving,X360,2.48,2007,1,0,12.95,90,2,2,1,1,0,0,0,0
Madden NFL 08,Sports,X360,2.32,2007,1,0,9.95,85,2,4,1,1,0,0,0,1
Guitar Hero II,"Action, Simulation",X360,2.04,2007,1,0,17.95,92,2,2,0,0,0,0,0,1
Rock Band,"Action, Simulation",X360,2.02,2007,0,0,14.95,92,2,4,1,0,0,0,0,1
The Legend of Zelda: Phantom Hourglass,Action,Nintendo DS,1.92,2007,1,0,24.95,90,3,1,1,0,1,0,0,0
PokÇmon Mystery Dungeon: Explorers of Darkness,Role-Playing (RPG),Nintendo DS,1.91,2007,1,0,15.95,59,3,1,0,0,1,0,0,0
PokÇmon Mystery Dungeon: Explorers of Time,Role-Playing (RPG),Nintendo DS,1.91,2007,1,0,24.95,59,3,1,1,0,1,0,0,0
Assassin's Creed,Action,PlayStation 3,1.77,2007,0,0,17.95,81,1,1,0,0,0,0,0,1
Uncharted: Drake's Fortune,Action,PlayStation 3,1.76,2007,0,0,24.95,88,1,1,0,0,0,0,0,0
Mass Effect,"Action, Role-Playing (RPG)",X360,1.57,2007,0,0,17.95,91,2,1,0,0,0,0,0,0
Cooking Mama 2: Dinner with Friends,Simulation,Nintendo DS,1.56,2007,1,0,17.95,70,3,1,0,0,1,0,0,0
BioShock,Action,X360,1.52,2007,0,0,16.95,96,2,1,0,0,0,0,0,1
Super Paper Mario,"Action, Role-Playing (RPG)",Nintendo Wii,1.5,2007,1,0,29.95,85,1,1,0,0,0,0,0,0
Game Party,Action,Nintendo Wii,1.49,2007,0,0,14.95,25,1,4,0,0,0,0,0,0
Ratchet & Clank: Size Matters,Action,Sony PSP,1.47,2007,1,0,14.95,85,3,1,1,0,1,0,0,1
Dance Dance Revolution Hottest Party,Action,Nintendo Wii,1.45,2007,1,0,17.95,73,1,4,0,0,0,0,0,0
Guitar Hero III: Legends of Rock,"Action, Simulation",PlayStation 3,1.43,2007,1,0,32.95,83,1,2,0,0,0,1,0,1
Cooking Mama: Cook Off,Simulation,Nintendo Wii,1.38,2007,1,0,14.95,61,1,2,0,0,0,0,0,0
Gran Turismo 5: Prologue,"Racing / Driving, Simulation",PlayStation 3,1.31,2007,1,0,24.95,80,1,2,1,0,0,0,0,0
Professor Layton and the Curious Village,"Adventure, Educational, Strategy",Nintendo DS,1.26,2007,0,0,23.95,85,3,1,0,0,1,0,0,0
Resident Evil 4,Action,Nintendo Wii,1.24,2007,1,1,16.95,91,1,1,0,0,0,0,0,0
The Elder Scrolls IV: Oblivion,"Action, Role-Playing (RPG)",PlayStation 3,1.2,2007,1,0,17.95,93,1,1,0,0,0,0,0,1
Transformers: Autobots,"Action, Racing / Driving",Nintendo DS,1.17,2007,0,0,17.95,67,3,1,0,1,1,0,0,0
Transformers: Decepticons,"Action, Racing / Driving",Nintendo DS,1.17,2007,0,0,17.95,66,3,1,0,1,1,0,0,0
High School Musical: Sing It!,Action,Nintendo Wii,1.16,2007,1,0,19.95,64,1,6,0,1,0,0,0,0
Diddy Kong Racing DS,"Racing / Driving, Sports",Nintendo DS,1.16,2007,0,0,24.95,63,3,1,1,0,1,0,0,0
High School Musical: Makin' the Cut,Action,Nintendo DS,1.13,2007,0,0,10.95,66,3,1,0,1,1,0,0,0
Big Brain Academy: Wii Degree,Action,Nintendo Wii,1.1,2007,0,0,19.95,68,1,8,0,0,0,0,0,0
Need for Speed: ProStreet,Racing / Driving,X360,1.1,2007,1,0,16.95,72,2,2,1,1,0,0,0,1
Deal or No Deal,Strategy,Nintendo DS,1.1,2007,0,0,11.95,20,3,1,0,1,1,0,0,0
LEGO Star Wars: The Complete Saga,Action,X360,1.09,2007,1,0,17.95,80,2,2,1,1,0,0,0,1
Sonic and the Secret Rings,Action,Nintendo Wii,1.08,2007,1,0,16.95,69,1,4,0,0,0,0,0,0
The Orange Box,Action,X360,1.06,2007,1,1,17.95,96,2,1,1,0,0,0,0,0
Crackdown,"Action, Racing / Driving, Role-Playing (RPG)",X360,1.02,2007,0,0,14.95,83,2,1,1,0,0,0,0,0
Rock Band,"Action, Simulation",PlayStation 3,1.01,2007,0,0,14.95,92,1,4,1,0,0,0,0,1
Tiger Woods PGA Tour 08,Sports,Nintendo Wii,1,2007,1,0,17.95,72,1,4,0,1,0,0,0,1
WWE Smackdown vs. Raw 2008,Sports,X360,0.96,2007,1,0,12.95,71,2,4,1,0,0,0,0,1
Madden NFL 08,Sports,PlayStation 3,0.94,2007,1,0,9.95,81,1,4,1,1,0,0,0,1
Call of Duty 4: Modern Warfare,Action,Nintendo DS,0.94,2007,0,0,19.95,75,3,1,0,0,1,0,0,1
MySims,"Simulation, Strategy",Nintendo Wii,0.94,2007,0,0,17.95,68,1,1,0,0,0,0,0,0
Mario Strikers Charged,"Action, Sports",Nintendo Wii,0.93,2007,1,0,29.95,79,1,4,0,0,0,0,0,0
Star Wars Battlefront: Renegade Squadron,Action,Sony PSP,0.93,2007,1,0,16.95,73,3,1,0,0,1,0,0,0
Flash Focus: Vision Training in Minutes a Day,Action,Nintendo DS,0.91,2007,1,0,17.95,59,3,1,0,0,1,0,0,0
Metroid Prime 3: Corruption,Action,Nintendo Wii,0.91,2007,1,0,19.95,90,1,1,0,0,0,0,0,0
AMF Bowling Pinbusters!,Sports,Nintendo Wii,0.89,2007,0,0,9.95,33,1,4,0,1,0,0,0,0
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,Action,X360,0.89,2007,1,0,14.95,86,2,1,1,1,0,0,0,1
Madden NFL 08,Sports,Nintendo Wii,0.86,2007,1,0,12.95,76,1,4,0,1,0,0,0,1
Ratchet & Clank Future: Tools of Destruction,Action,PlayStation 3,0.86,2007,1,0,22.95,89,1,1,0,0,0,0,0,0
LEGO Star Wars: The Complete Saga,Action,PlayStation 3,0.85,2007,1,0,17.95,80,1,2,1,1,0,0,0,1
Rayman Raving Rabbids 2,Action,Nintendo Wii,0.84,2007,1,0,17.95,67,1,4,0,0,0,0,0,1
NBA 2K8 ,Sports,X360,0.83,2007,1,0,9.95,81,2,1,0,0,0,0,0,1
Namco Museum DS,Action,Nintendo DS,0.8,2007,0,1,17.95,67,3,1,0,0,1,0,0,1
Need for Speed: ProStreet,Racing / Driving,PlayStation 3,0.75,2007,1,0,16.95,73,1,2,1,1,0,0,0,1
Blazing Angels: Squadrons of WWII,Action,Nintendo Wii,0.75,2007,0,0,16.95,57,1,2,0,0,0,0,0,1
Drawn to Life,Action,Nintendo DS,0.75,2007,0,0,17.95,73,3,1,0,0,1,0,0,0
EA Playground,"Action, Racing / Driving, Sports",Nintendo Wii,0.72,2007,0,0,17.95,66,1,4,0,0,0,0,0,1
Major League Baseball 2K7,Sports,X360,0.7,2007,1,0,9.95,79,2,2,1,1,0,0,0,1
I Spy Fun House,"Adventure, Educational",Nintendo DS,0.7,2007,0,0,17.95,53,3,1,0,1,1,0,0,0
Resident Evil: The Umbrella Chronicles,Action,Nintendo Wii,0.69,2007,1,0,19.95,75,1,2,0,0,0,0,0,0
NCAA Football 08,Sports,X360,0.68,2007,1,0,9.95,81,2,2,1,1,0,0,0,1
Spectrobes,"Action, Strategy",Nintendo DS,0.68,2007,0,0,14.95,63,3,1,0,0,1,0,0,0
Disney/Pixar Cars: Mater-National Championship,Racing / Driving,Nintendo DS,0.67,2007,1,0,17.95,69,3,1,0,1,1,0,0,1
The Sims 2: Castaway,Simulation,Nintendo DS,0.66,2007,1,0,16.95,66,3,1,0,0,1,0,0,1
skate.,"Action, Sports",X360,0.65,2007,0,0,16.95,86,2,4,1,1,0,0,0,1
WWE Smackdown vs. Raw 2008,Sports,PlayStation 3,0.64,2007,1,0,14.95,74,1,6,1,0,0,0,0,1
Madden NFL 08,Sports,Sony PSP,0.64,2007,1,0,9.95,75,3,1,0,1,1,0,0,1
NBA Live 08,Sports,PlayStation 3,0.6,2007,1,0,9.95,73,1,4,1,1,0,0,0,1
The Simpsons Game,Action,Nintendo DS,0.6,2007,0,0,17.95,69,3,1,0,1,1,0,0,1
Ace Combat 6: Fires of Liberation,"Action, Simulation",X360,0.58,2007,1,0,19.95,80,2,1,1,0,0,0,0,0
Heavenly Sword,Action,PlayStation 3,0.57,2007,0,0,24.95,79,1,1,0,0,0,0,0,0
Ninja Gaiden Sigma,Action,PlayStation 3,0.57,2007,0,1,19.95,88,1,1,0,1,0,0,0,0
Ben 10: Protector of the Earth,Action,Nintendo Wii,0.57,2007,0,0,16.95,63,1,1,0,0,0,0,0,1
The Simpsons Game,Action,X360,0.55,2007,0,0,17.95,71,2,2,0,1,0,0,0,1
CrossworDS,"Educational, Strategy",Nintendo DS,0.53,2007,0,0,17.95,67,3,1,0,0,1,0,0,0
Sonic Rush Adventure,"Action, Sports",Nintendo DS,0.52,2007,1,0,24.95,78,3,1,1,0,1,0,0,0
Tiger Woods PGA Tour 08,Sports,X360,0.51,2007,1,0,14.95,80,2,4,1,1,0,0,0,1
Tony Hawk's Proving Ground,Sports,X360,0.51,2007,1,0,16.95,72,2,2,1,1,0,0,0,1
Call of Duty: Roads to Victory,Action,Sony PSP,0.51,2007,1,0,24.95,64,3,1,1,0,1,0,0,0
Transformers: The Game,Action,X360,0.51,2007,0,0,14.95,52,2,1,0,1,0,0,0,1
NBA 2K8,Sports,PlayStation 3,0.5,2007,1,0,9.95,81,1,7,1,1,0,0,0,1
Medal of Honor: Heroes 2,Action,Sony PSP,0.5,2007,1,0,17.95,69,3,1,1,0,1,0,0,1
Smarty Pants,Strategy,Nintendo Wii,0.5,2007,0,0,17.95,65,1,1,0,0,0,0,0,0
Spider-Man 3,Action,X360,0.5,2007,1,0,11.95,63,2,1,0,1,0,0,0,1
Tom Clancy's Rainbow Six: Vegas,Action,PlayStation 3,0.49,2007,1,0,16.95,86,1,2,1,1,0,0,0,1
Need for Speed: ProStreet,Racing / Driving,Nintendo Wii,0.49,2007,1,0,16.95,61,1,2,0,1,0,0,0,1
NBA LIVE 08 ,Sports,X360,0.49,2007,1,0,9.95,73,2,1,0,0,0,0,0,1
Dance Dance Revolution Universe 2,Action,X360,0.48,2007,1,0,19.95,65,2,4,1,1,0,0,0,0
MX vs. ATV Untamed,Racing / Driving,X360,0.48,2007,1,0,17.95,70,2,2,1,1,0,0,0,1
Final Fantasy IV,Role-Playing (RPG),Nintendo DS,0.48,2007,1,1,17.95,85,3,1,0,0,1,0,0,0
WWE Smackdown vs. Raw 2009,Sports,PlayStation 3,0.48,2007,1,0,19.95,74,1,1,0,0,0,0,1,0
NBA Street Homecourt,Sports,X360,0.47,2007,1,0,7.95,80,2,4,1,0,0,0,0,1
The Simpsons Game,Action,Nintendo Wii,0.47,2007,0,0,17.95,64,1,2,0,1,0,0,0,1
Winter Sports: The Ultimate Challenge,"Racing / Driving, Sports",Nintendo Wii,0.47,2007,0,0,16.95,52,1,1,0,0,0,0,0,0
WWE Smackdown vs. Raw 2008,Sports,Sony PSP,0.46,2007,1,0,16.95,68,3,4,1,0,1,0,0,1
Warhawk,Action,PlayStation 3,0.46,2007,0,0,34.95,84,1,4,1,0,0,1,0,0
Tiger Woods PGA Tour 07,Sports,Nintendo Wii,0.46,2007,1,0,17.95,71,1,4,0,1,0,0,0,1
"Scene It? Lights, Camera, Action",Simulation,X360,0.46,2007,0,0,22.95,73,2,4,0,1,0,1,0,0
Crash of the Titans,Action,Nintendo DS,0.46,2007,0,0,17.95,73,3,1,0,0,1,0,0,0
Sonic Rivals 2,Action,Sony PSP,0.46,2007,1,0,22.95,60,3,1,0,0,1,0,0,0
Boogie,Action,Nintendo Wii,0.45,2007,0,0,17.95,57,1,2,0,0,0,0,0,1
Medal of Honor: Airborne,Action,X360,0.45,2007,1,0,17.95,73,2,2,1,0,0,0,0,1
The Sims 2: Castaway,Simulation,Nintendo Wii,0.45,2007,1,0,17.95,73,1,1,0,0,0,0,0,1
Spider-Man 3,Action,Nintendo Wii,0.45,2007,1,0,14.95,53,1,1,0,1,0,0,0,1
Lost Odyssey,Role-Playing (RPG),X360,0.45,2007,0,0,19.95,78,2,1,0,0,0,0,0,0
Bee Movie Game,Adventure,Nintendo DS,0.44,2007,0,0,17.95,58,3,1,0,1,1,0,0,1
Spider-Man 3,Action,Nintendo DS,0.44,2007,1,0,16.95,79,3,1,0,1,1,0,0,1
Final Fantasy Tactics,"Role-Playing (RPG), Strategy",Sony PSP,0.44,2007,1,1,17.95,88,3,1,1,0,1,0,0,0
Endless Ocean,Simulation,Nintendo Wii,0.44,2007,0,0,24.95,72,1,1,1,0,0,0,0,0
SingStar,Simulation,PlayStation 3,0.43,2007,1,0,14.95,82,1,6,0,1,0,0,0,0
Ratatouille,Action,Nintendo Wii,0.43,2007,0,0,19.95,62,1,1,0,1,0,0,0,1
The Sims 2: Pets,Simulation,Nintendo Wii,0.43,2007,1,0,22.95,65,1,1,0,0,0,0,0,1
Two Worlds,"Action, Role-Playing (RPG)",X360,0.43,2007,0,0,14.95,50,2,1,1,0,0,0,0,0
Crash of the Titans,Action,Nintendo Wii,0.42,2007,1,0,17.95,69,1,2,0,0,0,0,0,1
Sonic the Hedgehog,Action,X360,0.41,2007,1,0,14.95,46,2,2,0,1,0,0,0,1
Mega Man Star Force: Dragon,"Action, Role-Playing (RPG)",Nintendo DS,0.41,2007,1,0,27.95,60,3,1,0,0,1,0,0,0
Mega Man Star Force: Leo,"Action, Role-Playing (RPG)",Nintendo DS,0.41,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
Mega Man Star Force: Pegasus,"Action, Role-Playing (RPG)",Nintendo DS,0.41,2007,1,0,14.95,60,3,1,0,0,1,0,0,0
Disney/Pixar Cars: Mater-National Championship,Racing / Driving,PlayStation 3,0.4,2007,1,0,24.95,63,1,2,0,1,0,0,0,1
Sonic the Hedgehog,Action,PlayStation 3,0.4,2007,1,0,16.95,43,1,2,0,1,0,0,0,1
Harry Potter and the Order of the Phoenix,Action,Nintendo Wii,0.4,2007,1,0,24.95,69,1,1,0,1,0,0,0,1
Nicktoons: Attack of the Toybots,Action,Nintendo Wii,0.4,2007,0,0,14.95,60,1,1,0,1,0,0,0,0
WWE Smackdown vs. Raw 2008,Sports,Nintendo Wii,0.39,2007,1,0,12.95,59,1,4,0,0,0,0,0,1
The Simpsons Game,Action,PlayStation 3,0.39,2007,0,0,17.95,71,1,2,1,1,0,0,0,1
DiRT,"Racing / Driving, Simulation, Sports",X360,0.39,2007,0,0,17.95,83,2,1,1,1,0,0,0,1
Kane & Lynch: Dead Men,Action,X360,0.38,2007,0,0,14.95,65,2,2,1,0,0,0,0,1
Jam Sessions,"Educational, Simulation",Nintendo DS,0.38,2007,0,0,8.95,72,3,1,0,0,1,0,0,0
Monster Hunter Freedom 2,"Action, Strategy",Sony PSP,0.38,2007,1,0,12.95,72,3,1,1,0,1,0,0,0
Shadowrun,Action,X360,0.38,2007,0,1,12.95,66,2,1,1,1,0,0,0,0
FIFA Soccer 08,Sports,PlayStation 3,0.37,2007,1,0,17.95,81,1,7,1,1,0,0,0,1
Thrillville: Off the Rails,"Simulation, Strategy",Nintendo Wii,0.37,2007,1,0,16.95,70,1,4,0,0,0,0,0,1
Tony Hawk's Proving Ground,Sports,PlayStation 3,0.37,2007,1,0,12.95,73,1,2,1,1,0,0,0,1
My Word Coach,Educational,Nintendo DS,0.37,2007,0,0,15.95,71,3,1,0,0,1,0,0,0
The World Ends With You,"Action, Adventure, Role-Playing (RPG)",Nintendo DS,0.37,2007,0,0,17.95,88,3,1,0,0,1,0,0,0
The BIGS,"Action, Simulation, Sports",Nintendo Wii,0.36,2007,0,0,17.95,66,1,4,0,1,0,0,0,1
NCAA Football 08,Sports,PlayStation 3,0.36,2007,1,0,9.95,77,1,2,1,1,0,0,0,1
Final Fantasy Tactics A2: Grimoire of the Rift,"Role-Playing (RPG), Strategy",Nintendo DS,0.36,2007,1,0,17.95,80,3,1,0,0,1,0,0,0
Beowulf: The Game,Action,X360,0.36,2007,0,0,12.95,51,2,1,0,1,0,0,0,1
The Darkness,Action,X360,0.36,2007,0,0,14.95,82,2,1,1,1,0,0,0,1
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,Action,PlayStation 3,0.35,2007,1,0,17.95,84,1,4,1,1,0,0,0,1
Final Fantasy,Role-Playing (RPG),Sony PSP,0.35,2007,0,1,17.95,67,3,1,0,0,1,0,0,0
Lair,Action,PlayStation 3,0.35,2007,0,0,19.95,53,1,1,1,0,0,0,0,0
Transformers: The Game,Action,Nintendo Wii,0.35,2007,0,0,17.95,53,1,1,0,1,0,0,0,1
Command & Conquer 3: Tiberium Wars,Strategy,X360,0.35,2007,1,0,24.95,82,2,1,1,0,0,0,0,0
Overlord,"Action, Strategy",X360,0.35,2007,0,0,17.95,76,2,1,1,0,0,0,0,0
FIFA Soccer 08,Sports,Nintendo Wii,0.34,2007,1,0,16.95,65,1,4,0,1,0,0,0,1
Diner Dash,Action,Nintendo DS,0.34,2007,0,0,17.95,64,3,1,0,0,1,0,0,1
Medal of Honor: Heroes 2,Action,Nintendo Wii,0.34,2007,1,0,19.95,73,1,1,1,0,0,0,0,1
FIFA Soccer 08,Sports,X360,0.33,2007,1,0,12.95,82,2,4,1,1,0,0,0,1
MX vs. ATV Untamed,Racing / Driving,PlayStation 3,0.33,2007,1,0,17.95,67,1,2,1,1,0,0,0,1
Time Crisis 4,Action,PlayStation 3,0.33,2007,1,0,24.95,60,1,2,0,0,0,0,0,0
Dragon Ball Z: Budokai Tenkaichi 3,Action,Nintendo Wii,0.33,2007,1,0,17.95,72,1,2,1,0,0,0,0,1
Final Fantasy XII: Revenant Wings,"Role-Playing (RPG), Strategy",Nintendo DS,0.33,2007,1,0,19.95,81,3,1,0,0,1,0,0,0
SOCOM: U.S. Navy SEALs - Tactical Strike,"Action, Strategy",Sony PSP,0.33,2007,1,0,14.95,72,3,1,0,0,1,0,0,0
Unreal Tournament III,Action,PlayStation 3,0.33,2007,1,0,16.95,86,1,1,1,0,0,0,0,1
Bee Movie Game,Action,Nintendo Wii,0.32,2007,0,0,14.95,62,1,2,0,1,0,0,0,1
Def Jam: Icon,Action,X360,0.32,2007,1,0,17.95,69,2,2,1,1,0,0,0,1
Transformers: The Game,Action,PlayStation 3,0.32,2007,0,0,17.95,54,1,1,0,1,0,0,0,1
TimeShift,Action,X360,0.32,2007,0,0,12.95,70,2,1,1,0,0,0,0,1
SSX Blur,Sports,Nintendo Wii,0.31,2007,1,0,17.95,74,1,4,0,0,0,0,0,0
Bleach: The Blade of Fate,Action,Nintendo DS,0.31,2007,1,0,17.95,83,3,1,0,1,1,0,0,0
EA Playground,"Racing / Driving, Sports",Nintendo DS,0.31,2007,0,0,11.95,60,3,1,0,0,1,0,0,1
Final Fantasy II,Role-Playing (RPG),Sony PSP,0.31,2007,1,1,17.95,63,3,1,0,0,1,0,0,0
skate.,"Action, Sports",PlayStation 3,0.3,2007,0,0,17.95,85,1,4,1,1,0,0,0,1
The Eye of Judgment,Strategy,PlayStation 3,0.3,2007,0,0,12.95,75,1,2,1,0,0,0,0,0
MLB 07: The Show,Sports,PlayStation 3,0.3,2007,1,0,9.95,77,1,2,1,1,0,0,0,1
Virtua Fighter 5,Action,PlayStation 3,0.3,2007,1,0,14.95,85,1,2,0,0,0,0,0,1
NiGHTS: Journey of Dreams,Action,Nintendo Wii,0.3,2007,1,0,14.95,69,1,2,1,0,0,0,0,0
Puzzle Quest: Challenge of the Warlords,"Role-Playing (RPG), Strategy",Nintendo DS,0.3,2007,0,0,17.95,82,3,1,0,0,1,0,0,1
NBA Live 08,Sports,Sony PSP,0.3,2007,1,0,14.95,73,3,1,0,1,1,0,0,1
Kane & Lynch: Dead Men,Action,PlayStation 3,0.29,2007,0,0,19.95,64,1,2,1,0,0,0,0,1
Crash of the Titans,Action,X360,0.29,2007,1,0,17.95,65,2,2,0,0,0,0,0,1
Harry Potter and the Order of the Phoenix,Action,Nintendo DS,0.29,2007,1,0,17.95,51,3,1,0,1,1,0,0,1
SimCity DS,Simulation,Nintendo DS,0.29,2007,0,1,14.95,69,3,1,0,0,1,0,0,0
Wario: Master of Disguise,Action,Nintendo DS,0.29,2007,1,0,14.95,60,3,1,0,0,1,0,0,0
My Horse & Me,"Racing / Driving, Sports",Nintendo Wii,0.29,2007,0,0,17.95,49,1,1,0,1,0,0,0,0
No More Heroes,"Action, Racing / Driving",Nintendo Wii,0.29,2007,0,0,17.95,83,1,1,0,0,0,0,0,0
BlackSite: Area 51,Action,X360,0.29,2007,1,0,17.95,62,2,1,1,0,0,0,0,1
Shrek the Third,Action,X360,0.28,2007,1,0,14.95,56,2,2,0,1,0,0,0,1
Shrek the Third,Adventure,Nintendo DS,0.28,2007,1,0,16.95,70,3,1,0,1,1,0,0,1
Surf's Up,"Racing / Driving, Sports",Nintendo DS,0.28,2007,0,0,14.95,56,3,1,0,1,1,0,0,1
MLB 07: The Show,Sports,Sony PSP,0.28,2007,1,0,9.95,82,3,1,0,1,1,0,0,1
TMNT,Action,X360,0.28,2007,0,0,19.95,58,2,1,0,1,0,0,0,1
Spider-Man: Friend or Foe,Action,X360,0.27,2007,1,0,17.95,60,2,2,0,1,0,0,0,1
Contra 4,Action,Nintendo DS,0.27,2007,1,0,17.95,83,3,1,0,0,1,0,0,0
Phoenix Wright: Ace Attorney - Trials and Tribu...,"Adventure, Simulation",Nintendo DS,0.27,2007,1,0,17.95,81,3,1,0,0,1,0,0,0
Disney Pirates of the Caribbean: At World's End,Action,Nintendo DS,0.27,2007,1,0,14.95,66,3,1,0,1,1,0,0,1
Dragon Ball Z: Shin Budokai - Another Road,Action,Sony PSP,0.27,2007,1,0,16.95,65,3,1,1,1,1,0,0,0
Metal Gear Solid: Portable Ops + Coded Arms (Double Pack),Action,Sony PSP,0.27,2007,0,0,16.95,65,3,1,0,0,1,0,0,0
Spider-Man 3,Action,PlayStation 3,0.27,2007,1,0,17.95,60,1,1,0,1,0,0,0,1
The Golden Compass,Action,X360,0.27,2007,0,0,9.95,41,2,1,0,1,0,0,0,1
Stuntman: Ignition,"Action, Racing / Driving",X360,0.26,2007,1,0,14.95,75,2,4,1,0,0,0,0,1
Chicken Shoot,Action,Nintendo Wii,0.26,2007,0,0,12.95,27,1,2,0,0,0,0,0,1
Shrek the Third,Action,Nintendo Wii,0.26,2007,1,0,16.95,57,1,2,0,1,0,0,0,1
DK: Jungle Climber,"Action, Strategy",Nintendo DS,0.26,2007,0,0,24.95,77,3,1,0,0,1,0,0,0
Dragon Quest IV: Chapters of the Chosen,Role-Playing (RPG),Nintendo DS,0.26,2007,1,1,24.95,80,3,1,0,0,1,0,0,0
300: March to Glory,Action,Sony PSP,0.26,2007,0,0,14.95,55,3,1,0,1,1,0,0,0
Fire Emblem: Radiant Dawn,"Role-Playing (RPG), Strategy",Nintendo Wii,0.26,2007,1,0,34.95,78,1,1,0,0,0,0,0,0
The Golden Compass,Action,Nintendo Wii,0.26,2007,0,0,14.95,35,1,1,0,1,0,0,0,1
Manhunt 2,Action,Nintendo Wii,0.26,2007,1,0,19.95,62,1,1,0,0,0,0,0,1
NASCAR 08,"Racing / Driving, Sports",X360,0.25,2007,1,0,12.95,59,2,1,1,1,0,0,0,1
Virtua Tennis 3,Sports,PlayStation 3,0.24,2007,1,0,19.95,80,1,4,0,1,0,0,0,1
All-Pro Football 2K8,Sports,X360,0.24,2007,1,0,7.95,75,2,4,1,1,0,0,0,1
Major League Baseball 2K7,Sports,PlayStation 3,0.24,2007,1,0,7.95,74,1,2,1,1,0,0,0,1
John Deere: Harvest in the Heartland,Strategy,Nintendo DS,0.24,2007,0,0,17.95,43,3,1,0,1,1,0,0,0
The Warriors,Action,Sony PSP,0.24,2007,0,0,17.95,52,3,1,1,1,1,0,0,1
Ghost Rider,Action,Sony PSP,0.23,2007,0,0,16.95,49,3,4,0,1,1,0,0,1
Tony Hawk's Proving Ground,Sports,Nintendo Wii,0.23,2007,1,0,16.95,57,1,2,0,1,0,0,0,1
Juiced 2: Hot Import Nights,Racing / Driving,X360,0.23,2007,1,0,14.95,68,2,2,1,0,0,0,0,1
Juiced 2: Hot Import Nights,Racing / Driving,Nintendo DS,0.23,2007,1,0,13.95,72,3,1,0,1,1,0,0,1
The Simpsons Game,Action,Sony PSP,0.23,2007,0,0,16.95,59,3,1,0,1,1,0,0,1
Syphon Filter: Logan's Shadow,"Action, Strategy",Sony PSP,0.23,2007,1,0,16.95,85,3,1,1,0,1,0,0,0
Tiger Woods PGA Tour 08,Sports,PlayStation 3,0.22,2007,1,0,12.95,79,1,4,0,1,0,0,0,1
Ratatouille,Action,X360,0.22,2007,0,0,16.95,56,2,4,0,1,0,0,0,1
Trauma Center: New Blood,"Action, Simulation",Nintendo Wii,0.22,2007,0,0,17.95,77,1,2,0,0,0,0,0,0
Hotel Dusk: Room 215,Adventure,Nintendo DS,0.22,2007,0,0,14.95,78,3,1,0,0,1,0,0,0
Mega Man ZX Advent,Action,Nintendo DS,0.22,2007,1,0,17.95,78,3,1,0,0,1,0,0,0
FIFA Soccer 08,Sports,Sony PSP,0.22,2007,1,0,14.95,79,3,1,1,1,1,0,0,1
Silent Hill: 0rigins,Action,Sony PSP,0.22,2007,1,0,17.95,78,3,1,0,0,1,0,0,1
Harry Potter and the Order of the Phoenix,Action,X360,0.22,2007,1,0,16.95,68,2,1,0,1,0,0,0,1
NHL 08 ,Sports,X360,0.22,2007,1,0,9.95,85,2,1,0,0,0,0,0,1
Castlevania: The Dracula X Chronicles,Action,Sony PSP,0.21,2007,1,0,16.95,80,3,2,1,0,1,0,0,0
Tony Hawk's Proving Ground,Sports,Nintendo DS,0.21,2007,1,0,13.95,39,3,1,0,1,1,0,0,0
Jeanne d'Arc,"Role-Playing (RPG), Strategy",Sony PSP,0.21,2007,0,0,19.95,87,3,1,0,0,1,0,0,0
BWii: Battalion Wars 2,"Action, Simulation, Strategy",Nintendo Wii,0.21,2007,1,0,14.95,75,1,1,1,0,0,0,0,0
Battlestations: Midway,"Action, Strategy",X360,0.21,2007,0,0,17.95,73,2,1,1,0,0,0,0,0
