CASEID,MARCOHAB,MB2,MSCALCA,ST1U,RSEX1,CSEX1,RSEX2,CSEX2,INCNEED1,INCNEED2,INCCHNG,RINCHNG,M484,ETHRACE,M2BP01,RELKID,NUMKID2,EDUCAT,MEDUCAT,FEDUCAT,MANEDUC,FEMEDUC,MUCOMPED,CUCOMPED,FHURT,FHURT2,MISSVIC1,MISSVIC2,FEMVICW1,FEMVICW2,SERVIO1,SERVIO2,MBL5YR1,MBL5YR2,MN1,CHNGDIS,DEBTSW1,DEBTSW2,RDEBTSW1,RDEBTSW2,DEBTLOAD,DEBTCHG,MFINSAT,FFINSAT,MFINWORR,FFINWORR,MJOBSPEL,RMJOBSPE,MJOBSTRN,E209A,E209B,E210A,E210B,S160A,S160B,S161A,S161B,MT211,MT212,MT213,MT214,CT211,CT212,CT213,CT214,MANDRINK,WOMDRINK,MDRKDAY,WDRKDAY,MNUMDRK,WNUMDRK,M5ADAY,W5ADAY,PMDRINK,PWDRINK,MPDRKDAY,WPDRKDAY,MPNUMDRK,WPNUMDRK,MP5ADAY,WP5ADAY,MRDRINK,WRDRINK,MDAYS,WDAYS,MAVEDRK,WAVEDRK,MALE5S,FEMALE5S,E208,S159,DRINKPRB,MDRINK1,WDRINK1,BDRINK1,ZSNGPNT1,ZPNWTE1,ZUNEMP1,ZPUBAS1,ZPOV1,CONDIS1,CNDIS110,ZSNGPNT2,ZPNWTE2,ZUNEMP2,ZPUBAS2,ZPOV2,CONDIS2,DISADV1,CNDIS210,DISADV2,TRAJECT,SUBSTRN,INCNDW1R,INCNDW2R,HHINCW2,HHINCW1,CNDIS13,CNDIS23,RSUBSTRN,DESIST,INITIATE,FAC1_1
  239, 1, 1, 9, 1,2,1,2,1,  0.49505,  0.91074,   0.41569, 1, 2,2,32, 2, 3,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.5013,0.4302, 3,1,1,0,0,0,-1,-1, 1, 3, 2, 3, 1,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 9, 2,9,9,9,9, 0.09936, 0.03243,-0.78726, 0.08277,-0.03724,-0.1220, 7, 0.64913,-0.66328,-0.10050, 0.55984, 0.54772, 0.1986,0, 8,1,1, 1.0360, 1, 2,1,1,2,3,1,9,0,-0.72542
  242, 1, 1, 9, 1,1,2,1,8,  3.28517,  4.04470,   0.75954, 1, 2,2,25, 0, 0,12, 12,999, 14,999, 14,999,0,0, 0, 0,0,0, 0, 0,0.6560,0.5585, 3,1,0,1,0,0, 1, 1, 5,-1, 4,-1, 0,0, 4,6,6,6,6,6,6,6,6, 1,  4,  2,  0,99,999,999,999, 1,99,  4,999,  2,999,  0,999,99,-1,999, -1,999, -1,999, -1, 1,99,  4, -1,  2, -1,  0, -1, 2, 2,0,0,0,0, 0.54152,-0.34615,-0.22163,-0.22862,-0.05542,-0.0621, 7, 0.27768, 1.29744, 2.12648,-0.03855, 0.09545, 0.7517,0, 9,1,1,99.9999, 4, 4,2,2,2,3,9,9,0,-0.16600
  247, 1, 3, 9, 2,2,8,2,8,  2.87623,  0.49322,  -2.38301,-1, 2,2,30, 0, 0,13,999, 13,999, 13, 13,999,0,9, 0,-1,0,9, 0,-1,0.5013,0.5543, 3,9,1,2,0,1, 1, 1,-1, 3,-1, 4,-1,9,-1,1,2,1,2,9,9,9,9, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 1, 9,1,0,1,0, 0.09936, 0.03243,-0.78726, 0.08277,-0.03724,-0.1220, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4, 1,1,2,2,9,9,9,9, 9.99999
  250, 1, 3, 9, 3,2,8,2,8,999.99999,  1.52307, 999.99999,99, 2,2,23, 1, 1,11,999, 11,999, 11, 11,999,0,9, 0,-1,0,9, 0,-1,0.3786,0.3786, 1,0,3,0,1,0,-3,-1,-1, 5,-1, 2,-1,9,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 9,9,9,9,9,-0.60494,-0.35744,-0.56410, 0.38095, 0.32750,-0.1636, 6, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999,99, 3,2,9,2,9,9,9,9, 9.99999
  268, 8, 1, 9,13,1,8,1,2,  1.36954,  4.21501,   2.84547, 1, 7,4,39, 0, 0,13, 13,999, 13, 16, 13, 16,8,0, 0, 0,0,0, 0, 0,0.4616,0.4616, 1,9,3,1,1,0,-2,-1, 2, 6, 2, 3, 0,0,-1,6,6,6,6,9,9,9,9, 1,  3,  3,  3, 2, 99, 99, 99, 1,99,  3,999,  3,999,  3,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  3,  0,  3,  0,  3,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 0.09744,-0.67804, 0.14648, 0.83536, 1.29400, 0.3390,9, 8,1,1, 0.4255, 3, 4,2,2,9,3,1,9,0, 0.34443
  276, 1, 1, 9, 1,1,2,1,2,  2.44002,  1.35039,  -1.08963,-1, 2,2,25, 0, 1,12, 12,999, 12, 13, 12, 13,0,0, 0, 0,0,0, 0, 0,0.3786,0.3786, 1,0,2,3,1,1, 1, 1, 5, 4, 3, 2, 0,0, 6,6,6,6,6,6,6,6,6, 1,  6,  5,  2, 2, 99, 99, 99, 1,99,  6,999,  5,999,  2,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  6,  0,  5,  0,  2,  0, 2, 2,0,0,0,0,-0.60494,-0.35744,-0.56410, 0.38095, 0.32750,-0.1636, 6,-0.54220,-0.25338,-0.49083, 0.53873, 0.48875,-0.0518,0, 7,0,1, 0.2400, 4, 3,2,2,2,2,1,9,0, 0.73496
  289,10, 2, 1,13,1,8,1,2,999.99999,  3.09351, 999.99999,99, 2,2,20, 0, 1,12, 12,999, 12, 12, 12, 12,8,9, 0, 0,0,0, 0, 0,0.5717,0.4225, 2,9,1,1,0,0, 0, 0,-1, 5, 1, 1, 1,0,10,6,6,6,6,9,9,9,9, 1,  4,  3,  2, 1,  4,  4,  0, 1,99,  4,999,  3,999,  2,999,99, 1,999,  4,999,  4,999,  0, 1, 1,  4,  4,  3,  4,  2,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.78328,-0.65202,-0.75757,-0.36725,-0.20893,-0.5538,9, 3,0,1,99.9999,99, 4,2,9,9,1,9,9,0, 0.26752
  292, 1, 1, 9, 1,2,1,2,1,  2.06963,  4.37439,   2.30476, 1, 1,1,27, 1, 1,17,999, 17, 16, 18, 18, 16,0,0, 0, 0,0,0, 0, 0,0.7582,0.7582, 2,2,2,3,1,1, 1, 1, 4, 6, 2, 3, 0,0, 8,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.39180, 0.48422, 0.99666, 0.96310, 1.45325, 0.7011, 9,-0.30329, 0.65629, 1.14705, 1.17575, 1.71672, 0.8785,1, 9,1,1, 0.1056, 4, 4,2,2,3,3,1,9,0,-0.72542
  306, 1, 1, 9, 1,2,1,2,1,  1.58866,  3.31740,   1.72874, 1, 2,2,26, 2, 2,16,999, 16, 16, 16, 16, 16,0,0, 0, 0,0,0, 0, 0,0.4419,0.4061, 3,0,2,2,1,1, 0, 0, 4, 5, 4, 1, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1,  2,  1,  0,99, 0,999, 99,999, 99,999, 99, 1,99,  2,999,  1,999,  0,999, 1, 0,  2,  0,  1,  0,  0,  0, 2, 2,0,0,0,0,-0.74851,-0.65514,-0.75027,-0.76050,-0.82523,-0.7479, 2,-0.53145,-0.25914,-0.42357,-0.78315,-0.77940,-0.5553,0, 3,0,1, 0.2436, 3, 4,2,2,1,1,1,9,0,-0.44571
  314, 1, 1, 9, 3,2,8,2,8,  3.36811,  4.63874,   1.27063, 1, 2,2,22, 1, 2,10,999, 10,999, 10, 10,999,0,0, 0, 0,0,0, 0, 0,0.5212,0.4342, 3,1,1,1,0,0, 0, 0,-1, 2,-1, 1,-1,9,-1,6,6,6,6,9,9,9,9, 1,  7,  2,  2,99,999,999,999,99, 1,999,  7,999,  2,999,  2,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  7, -1,  2, -1,  2, 2, 9,9,9,9,9,-0.49920, 1.41691, 0.53000, 0.22824, 0.00677, 0.3365, 8,-0.31685, 0.31648,-0.34003,-0.17376,-0.64407,-0.2316,1, 6,0,1,99.9999, 4, 4,2,2,3,2,9,9,0, 9.99999
  319, 1, 2, 9, 2,1,2,1,8,  4.94443,  5.20619,   0.26176, 0, 2,2,43, 1, 0,12, 12,999, 12,999, 12,999,0,9, 0,-1,0,9, 0,-1,0.3200,0.3200, 2,9,2,2,1,1, 0, 0, 4,-1, 3,-1, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999, 0,99, 99,999, 99,999, 99,999,99,-1,999, -1,999, -1,999, -1, 0,99,  0, -1,  0, -1,  0, -1, 2, 2,0,0,0,0,-0.69027,-0.70372,-0.88738,-0.58699,-0.78368,-0.7304, 2, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4, 5,3,2,1,9,9,9,9, 9.99999
  327, 1, 1, 9, 1,2,8,2,1,999.99999,  9.47312, 999.99999,99, 2,2,36, 2, 0,13,999, 13, 12, 14, 14, 12,0,0, 0, 0,0,0, 0, 0,0.4419,0.4419, 1,0,4,4,1,1, 0, 0, 4, 2, 1, 2, 0,0, 7,6,6,6,6,9,9,9,9, 1, 30,  2,  0, 2, 99, 99, 99,99, 1,999, 30,999,  2,999,  0, 0,99, 99,999, 99,999, 99,999, 0, 1,  0, 30,  0,  2,  0,  0, 2, 9,9,9,9,9,-0.74851,-0.65514,-0.75027,-0.76050,-0.82523,-0.7479, 2,-0.70313,-0.57513,-0.68620,-0.71031,-0.76866,-0.6887,0, 2,0,1, 1.1372,99, 5,3,9,1,1,1,9,0,-0.72542
  335, 1, 4, 9, 4,2,1,2,8,  4.47110,  4.56722,   0.09612, 0, 2,2,62, 0, 0,12,999, 12,999, 12, 12,999,0,9, 0,-1,0,9, 0,-1,0.3921,0.3921, 1,2,0,0,0,0, 0, 0,-1, 3,-1, 3,-1,9,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 2,0,0,0,0, 0.54137, 1.61628, 0.50539,-0.24323,-0.51903, 0.3802, 8, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 4, 4,2,2,3,9,9,9,9, 9.99999
  348, 1, 1, 9, 1,2,1,2,1,  5.84033,  5.83357,  -0.00676, 0, 2,2,23, 1, 2,12,999, 12, 13, 12, 12, 13,0,0, 0, 0,0,0, 0, 0,0.4090,0.4090, 1,0,1,1,0,0, 0, 0, 3, 2, 2, 2, 0,0, 7,6,6,6,6,6,6,6,6, 1,  5,  5,  3, 1,  5,  2,  0,99, 1,999,  5,999,  5,999,  3, 1,99,  5,999,  2,999,  0,999, 1, 1,  5,  5,  2,  5,  0,  3, 2, 2,0,0,0,0,-0.24369,-0.62340,-0.07373,-0.64251,-0.41624,-0.3999, 5,-0.13727,-0.54083, 0.02377,-0.58119,-0.32253,-0.3116,0, 5,0,1, 1.0787, 5, 5,3,3,2,2,1,9,0,-0.12000
  372,10, 5, 1,13,1,8,1,2,999.99999,  3.68991, 999.99999,99, 2,2,20, 0, 2,11, 11,999, 11, 10, 11, 10,8,1, 0, 3,0,1, 0, 2,0.4769,0.4478, 3,9,2,1,1,0,-1,-1, 5, 5, 3, 4, 0,0, 4,6,6,6,6,9,9,9,9, 1, 10,  2,  0, 2, 99, 99, 99, 1,99, 10,999,  2,999,  0,999,99, 0,999, 99,999, 99,999, 99, 1, 0, 10,  0,  2,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.62619,-0.64710,-1.23030,-0.61889,-0.68877,-0.7623,9, 1,0,3,-0.3349,99, 4,2,9,9,1,0,9,1, 0.10997
  385, 1, 2, 9, 2,1,2,1,8,  4.86505, -1.00000, 999.99999,99, 2,2,27, 1, 0,12, 12,999, 12,999, 12,999,0,9, 4, 0,1,0, 2, 0,0.3662,0.4402, 3,9,4,1,1,0,-3,-1, 3,-1, 3,-1, 2,1, 2,6,6,6,6,6,6,6,6, 1, 10,  3,  2,99,999,999,999, 1,99, 10,999,  3,999,  2,999,99,-1,999, -1,999, -1,999, -1, 1,99, 10, -1,  3, -1,  2, -1, 2, 2,0,0,0,0,-0.45575,-0.27276, 0.16631,-0.50615,-0.65488,-0.3446, 5, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,2,99.9999, 4,99,9,2,2,9,9,1,9, 9.99999
  393, 1, 1, 9, 1,1,2,1,2,  4.41944,  6.56106,   2.14161, 1, 2,2,43, 2, 1,14, 14,999, 13, 16, 13, 16,0,0, 0, 0,0,0, 0, 0,0.4710,0.4710, 1,2,3,4,1,1, 1, 1, 4, 5, 2, 2, 1,0, 6,6,6,6,6,6,6,6,6, 1,  1, 99,  1, 1,  2,  2,  0, 1,99,  1,999, 99,999,  1,999,99, 1,999,  2,999,  2,999,  0, 1, 1,  1,  2, 99,  2,  1,  0, 2, 2,0,0,0,0, 0.68176, 0.80087, 1.35299, 0.14252, 0.08987, 0.6136, 9, 0.90008, 0.99853, 1.52099, 0.27782, 0.22955, 0.7854,1, 9,1,1, 0.4682, 4, 5,3,2,3,3,1,9,0, 9.99999
  398, 1, 1, 9, 1,1,8,1,2,999.99999,  8.25472, 999.99999,99, 2,2,61, 0, 0,13, 13,999, 13, 13, 13, 13,8,0,-1, 0,9,0,-1, 0,0.3200,0.3200, 1,0,0,0,0,0, 0, 0, 5, 7, 2, 2, 0,0, 8,6,6,6,6,9,9,9,9, 1, 25,  2,  0, 9, 99, 99, 99, 1,99, 25,999,  2,999,  0,999,99, 9,999, 99,999, 99,999, 99, 1, 9, 25, 99,  2, 99,  0, 99, 2, 9,9,9,9,9,-0.69027,-0.70372,-0.88738,-0.58699,-0.78368,-0.7304, 2,-0.63785,-0.62764,-0.83008,-0.52044,-0.72333,-0.6679,0, 2,0,9, 0.0078,99, 5,3,9,1,1,1,9,9, 0.79987
  407, 1, 1, 9, 1,1,2,1,2,  5.63102,  7.38070,   1.74967, 1, 2,2,37, 3, 3,17, 17,999, 16, 18, 16, 18,0,0, 0, 0,0,0, 0, 0,0.4419,0.4419, 2,0,2,3,1,1, 1, 1, 6, 6, 4, 4, 0,0, 3,6,6,6,6,6,6,6,6, 1,  5,  1,  0, 1,  2,  1,  0, 1,99,  5,999,  1,999,  0,999,99, 1,999,  2,999,  1,999,  0, 1, 1,  5,  2,  1,  1,  0,  0, 2, 2,0,0,0,0,-0.74851,-0.65514,-0.75027,-0.76050,-0.82523,-0.7479, 2,-0.70313,-0.57513,-0.68620,-0.71031,-0.76866,-0.6887,0, 2,0,1,-0.8635, 5, 5,3,3,1,1,0,9,0,-0.30773
  410, 1, 3, 9, 3,2,1,2,8,999.99999,  0.79111, 999.99999,99, 2,2,33, 2, 1,12,999, 12,999, 12, 12,999,1,9, 3,-1,1,9, 2,-1,0.3786,0.3786, 2,9,2,1,1,0,-1,-1,-1, 1,-1, 1,-1,9,-1,1,1,2,2,2,2,2,2, 1,  5,  2,  0,99,999,999,999,99, 1,999,  5,999,  2,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  5, -1,  2, -1,  0, 1, 1,1,1,1,1,-0.60494,-0.35744,-0.56410, 0.38095, 0.32750,-0.1636, 6, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999,99, 2,1,9,2,9,9,9,9, 9.99999
  423, 1,99,99,12,2,1,8,8,  0.28244, -1.00000, 999.99999,99, 2,2,27, 0,99,12,999, 12,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.3786,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.60494,-0.35744,-0.56410, 0.38095, 0.32750,-0.1636, 6, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 1,99,9,1,2,9,9,9,9, 9.99999
  431, 1,99,99,12,2,1,8,8,999.99999, -1.00000, 999.99999,99, 2,2,31, 0,99,12,999, 12,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.3210,9.9999,99,9,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 0.71196,-0.15139, 0.34832,-0.06849,-0.69531, 0.0290, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999,99,99,9,9,2,9,9,9,9, 9.99999
  436, 1,99,99,12,1,2,8,8,  2.25834, -1.00000, 999.99999,99, 2,2,73, 0,99, 8,  8,999,999,999,999,999,0,9, 1,-1,1,9, 1,-1,0.3311,9.9999,99,9,2,0,1,0,-2,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 9, 2,9,9,9,9, 0.02968,-0.49314, 0.15355,-0.28701,-0.59893,-0.2392, 6, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4,99,9,2,2,9,9,9,9, 9.99999
  444, 1, 1, 9, 1,2,8,2,1,  4.23942,  3.22614,  -1.01329,-1, 1,1,33, 2, 2,15,999, 15, 13, 13, 13, 13,0,0, 0, 0,0,0, 0, 0,0.3473,0.3473, 1,2,2,3,1,1, 1, 1, 2, 1, 2, 2, 1,0, 6,6,6,6,6,9,9,9,9, 1,  2,  1,  0, 1,  5,  2,  0,99, 1,999,  2,999,  1,999,  0, 1,99,  5,999,  2,999,  0,999, 1, 1,  5,  2,  2,  1,  0,  0, 2, 9,9,9,9,9, 1.00946, 3.05433, 0.74645, 0.57536,-0.49370, 0.9784, 9, 1.26741, 3.43408, 0.88448, 0.75147,-0.40702, 1.1861,1,10,1,1, 1.3888, 4, 4,2,2,3,3,1,9,0,-0.12000
  452, 1, 1, 9, 1,2,8,2,1,  3.41347,  2.92381,  -0.48966,-1, 2,2,23, 1, 2,12,999, 12, 12, 12, 12, 12,8,0,-1, 0,9,0,-1, 0,0.4430,0.4430, 1,0,1,1,0,0, 0, 0, 5, 7, 4, 4, 0,0, 7,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 9,9,9,9,9,-0.10347,-0.20855,-0.01716, 0.71547, 0.08571, 0.0944, 7, 0.01991,-0.09245, 0.08314, 0.90478, 0.22500, 0.2281,0, 8,1,9,-0.8537, 4, 4,2,2,2,3,0,9,9,-0.72542
  457, 1, 1, 9, 1,2,1,2,1,  1.97324,  2.81136,   0.83812, 1, 1,1,25, 1, 2,14,999, 14, 11, 13, 13, 11,0,0, 0, 0,0,0, 0, 0,0.4427,0.4427, 2,2,2,0,1,0,-2,-1, 4, 3,-1, 4, 0,0, 5,6,6,6,6,6,6,6,6, 1,  4,  2,  1, 1,  8,  4,  4,99, 1,999,  4,999,  2,999,  1, 1,99,  8,999,  4,999,  4,999, 1, 1,  8,  4,  4,  2,  4,  1, 2, 2,0,0,0,0, 0.40791, 1.32232, 0.38285, 0.27327,-0.59024, 0.3592, 8, 0.59312, 1.56212, 0.50292, 0.42090,-0.51233, 0.5133,1, 9,1,1,99.9999, 3, 4,2,2,3,3,9,9,0, 0.88502
  465, 1, 1, 9, 1,2,1,2,1,999.99999,  0.42394, 999.99999,99, 1,1,69, 0, 0, 5,999,  5,  0,  5,  5,  0,0,0, 0, 0,0,0, 0, 0,0.2517,0.2517, 1,2,0,1,0,0, 1, 1, 5, 2, 4, 4, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.28243, 1.04450, 0.42739, 0.78672, 0.45431, 0.4861, 8,-0.18069, 1.26185, 0.54966, 0.98274, 0.62707, 0.6481,1, 9,1,1,-0.1028,99, 1,1,9,3,3,0,9,0,-0.72542
  473,10, 1, 9,13,1,8,1,2,  1.92203,  7.23789,   5.31586, 1, 1,1,22, 0, 0,15, 15,999, 20, 20, 20, 20,8,0, 0, 0,0,0, 0, 0,0.7708,0.7370, 3,9,0,1,0,0, 1, 1, 3, 5, 4, 4, 0,0, 9,6,6,6,6,9,9,9,9, 1,  1,  3,  0, 2, 99, 99, 99, 1,99,  1,999,  3,999,  0,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  1,  0,  3,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.64238, 0.14360, 0.76424,-0.12542,-0.00391, 0.0272,9, 7,0,1,-0.2335, 3, 5,3,2,9,2,0,9,0,-0.11625
  481, 6, 5, 1, 9,2,1,2,1,999.99999,  4.36402, 999.99999,99, 1,1,23, 0, 0,16,999, 16, 13, 18, 18, 13,0,0, 0, 0,0,0, 0, 0,0.7708,0.6816, 2,0,2,2,1,1, 0, 0, 3, 2, 2, 1, 1,0, 7,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 9, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 9,99, 99,999, 99,999, 99,999, 9, 0, 99,  0, 99,  0, 99,  0, 2, 2,0,0,0,0,-1.18999,-0.12892,-0.18336,-0.58614,-0.19429,-0.4565, 4,-0.79197, 0.23305, 0.54940,-0.43867, 0.42528,-0.0046,0, 7,0,1, 1.2910,99, 4,2,9,2,2,1,9,0, 9.99999
  486, 1, 1, 9, 1,2,1,2,1,  0.64191,  2.15178,   1.50987, 1, 2,2,40, 1, 1,16,999, 16, 12, 16, 16, 12,0,0, 0, 1,0,1, 0, 1,0.4253,0.4253, 1,0,1,1,0,0, 0, 0, 3, 6, 2, 2, 5,1,10,2,2,2,2,2,2,2,2, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 1, 1,7,7,7,7, 0.18622,-0.61927,-0.28482,-0.57537,-0.49076,-0.3568, 5, 0.34462,-0.53636,-0.19774,-0.50772,-0.40381,-0.2602,0, 6,0,3, 0.4779, 2, 4,2,1,2,2,1,9,1,-0.72542
  499, 1, 1, 9, 1,1,2,1,2,  0.30197,  0.90681,   0.60484, 1, 1,1,31, 3, 4,17, 17,999, 18, 13, 18, 13,0,0, 0, 0,0,0, 0, 0,0.3843,0.3843, 1,2,1,1,0,0, 0, 0, 5, 6, 3, 3, 0,0, 4,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 3.24716, 3.23843, 1.74507, 2.23944, 2.69193, 2.6324,10, 3.77570, 3.63306, 1.93245, 2.57238, 3.06788, 2.9963,1,10,1,1,-0.2728, 1, 2,1,1,3,3,0,9,0,-0.72542
  508,10, 1, 9,13,2,8,2,8,  0.73737,  1.03160,   0.29423, 1, 1,1,31, 2, 3,15,999, 15,999, 13, 13,999,8,0, 0, 0,0,0, 0, 0,0.3843,0.7582, 2,9,1,0,0,0,-1,-1,-1, 7,-1, 3,-1,9,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.30329, 0.65629, 1.14705, 1.17575, 1.71672, 0.8785,9, 9,1,1,99.9999, 2, 3,2,1,9,3,9,9,0, 9.99999
  511, 1, 1, 9, 1,2,8,2,1,  5.91809,  9.22814,   3.31005, 1, 2,2,31, 2, 4,16,999, 16, 16, 16, 16, 16,0,0, 0, 0,0,0, 0, 0,0.4927,0.4927, 3,0,3,4,1,1, 1, 1, 5, 5, 3, 2, 0,0, 7,6,6,6,6,9,9,9,9, 1, 20,  1,  0, 1, 10,  2,  2,99, 1,999, 20,999,  1,999,  0, 1,99, 10,999,  2,999,  2,999, 1, 1, 10, 20,  2,  1,  2,  0, 2, 9,9,9,9,9,-0.79295,-0.47190,-0.85226,-0.90879,-0.96721,-0.7986, 1,-0.75294,-0.37708,-0.79322,-0.87257,-0.92353,-0.7439,0, 1,0,1, 0.0898, 5, 5,3,3,1,1,1,9,0, 0.35576
  516, 1, 1, 9, 1,2,1,2,1,  0.08138,  1.02594,   0.94456, 1, 2,2,80, 0, 0, 7,999,  7,  9,  7,  7,  9,0,0, 0, 0,0,0, 0, 0,0.3219,0.3219, 1,2,1,1,0,0, 0, 0, 7, 7, 5, 5, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 0.49473, 0.29211, 0.10644, 0.89625, 1.09136, 0.5762, 9, 0.69044, 0.44866, 0.21285, 1.10260, 1.32197, 0.7553,1, 9,1,1,-1.6044, 1, 3,2,1,3,3,0,9,0,-0.72542
  532, 4,99,99,12,2,1,8,8,  1.80324, -1.00000, 999.99999,99, 1,1,26, 2,99,12,999, 12,999,999,999,999,1,9, 4,-1,1,9, 2,-1,0.3634,9.9999,99,9,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,9,-1,2,1,1,1,1,2,2,1,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 1, 1,1,1,0,0, 0.88696, 1.76901, 0.30950, 1.37505, 1.02680, 1.0735, 9, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 3,99,9,2,3,9,9,9,9, 9.99999
