CASEID,MARCOHAB,MB2,MSCALCA,ST1U,RSEX1,CSEX1,RSEX2,CSEX2,INCNEED1,INCNEED2,INCCHNG,RINCHNG,M484,ETHRACE,M2BP01,RELKID,NUMKID2,EDUCAT,MEDUCAT,FEDUCAT,MANEDUC,FEMEDUC,MUCOMPED,CUCOMPED,FHURT,FHURT2,MISSVIC1,MISSVIC2,FEMVICW1,FEMVICW2,SERVIO1,SERVIO2,MBL5YR1,MBL5YR2,MN1,CHNGDIS,DEBTSW1,DEBTSW2,RDEBTSW1,RDEBTSW2,DEBTLOAD,DEBTCHG,MFINSAT,FFINSAT,MFINWORR,FFINWORR,MJOBSPEL,RMJOBSPE,MJOBSTRN,E209A,E209B,E210A,E210B,S160A,S160B,S161A,S161B,MT211,MT212,MT213,MT214,CT211,CT212,CT213,CT214,MANDRINK,WOMDRINK,MDRKDAY,WDRKDAY,MNUMDRK,WNUMDRK,M5ADAY,W5ADAY,PMDRINK,PWDRINK,MPDRKDAY,WPDRKDAY,MPNUMDRK,WPNUMDRK,MP5ADAY,WP5ADAY,MRDRINK,WRDRINK,MDAYS,WDAYS,MAVEDRK,WAVEDRK,MALE5S,FEMALE5S,E208,S159,DRINKPRB,MDRINK1,WDRINK1,BDRINK1,ZSNGPNT1,ZPNWTE1,ZUNEMP1,ZPUBAS1,ZPOV1,CONDIS1,CNDIS110,ZSNGPNT2,ZPNWTE2,ZUNEMP2,ZPUBAS2,ZPOV2,CONDIS2,DISADV1,CNDIS210,DISADV2,TRAJECT,SUBSTRN,INCNDW1R,INCNDW2R,HHINCW2,HHINCW1,CNDIS13,CNDIS23,RSUBSTRN,DESIST,INITIATE,FAC1_1
60206, 1, 1, 9, 1,2,8,2,1,  4.22884,  4.40554,   0.17669, 0, 2,2,44, 2, 1,13,999, 13, 18, 13, 13, 18,0,0, 0, 0,0,0, 0, 0,0.4665,0.4665, 1,0,0,0,0,0, 0, 0, 7, 7, 4, 4, 1,0,-1,2,2,2,2,9,9,9,9, 1,  6,  1,  0, 1, 10,  1,  0,99, 1,999,  6,999,  1,999,  0, 1,99, 10,999,  1,999,  0,999, 1, 1, 10,  6,  1,  1,  0,  0, 1, 9,9,9,9,9,-0.45060,-0.70544,-0.56658,-0.51848,-0.77005,-0.6022, 3,-0.36919,-0.62950,-0.49343,-0.44547,-0.70847,-0.5292,0, 3,0,1,-1.1736, 4, 4,2,2,1,1,0,9,0,-0.07776
60219, 1, 1, 9, 1,1,2,1,2,  1.03149,  2.16035,   1.12885, 1, 1,1,26, 4, 4,11, 11,999, 11, 13, 11, 13,0,0, 0, 0,0,0, 0, 0,0.4250,0.2741, 3,1,2,2,1,1, 0, 0, 2, 4, 1, 2, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.13562,-0.39373, 1.13404,-0.09872,-0.04534, 0.0921, 7, 0.68175, 1.82265, 2.00932, 0.42918, 0.31828, 1.0522,0, 9,1,1, 1.1567, 3, 4,2,2,2,3,1,9,0,-0.72542
60227, 1, 1, 9, 1,1,2,1,2,  3.78272,  2.74742,  -1.03530,-1, 2,2,26, 0, 3,12, 12,999, 12, 13, 12, 13,0,0, 0, 0,0,0, 0, 0,0.4671,0.4671, 1,0,0,0,0,0, 0, 0, 6, 4, 4, 3, 0,0, 9,6,6,6,6,6,6,6,6, 1,  5,  1,  0, 2, 99, 99, 99, 1,99,  5,999,  1,999,  0,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  5,  0,  1,  0,  0,  0, 2, 2,0,0,0,0,-0.91648,-0.69303,-0.16809,-0.92684,-1.06010,-0.7529, 2,-0.89141,-0.61609,-0.07525,-0.89232,-1.02480,-0.7000,0, 2,0,1,-0.3508, 4, 4,2,2,1,1,0,9,0,-0.30773
60230, 1, 1, 9, 1,2,8,2,1,  7.10196,  4.18085,  -2.92111,-1, 2,2,27, 0, 3,16,999, 16, 16, 16, 16, 16,8,0,-1, 0,9,0,-1, 0,0.3278,0.3278, 1,0,2,2,1,1, 0, 0, 5, 6, 3, 5, 0,0, 8,6,6,6,6,9,9,9,9, 1,  3,  1,  0, 1,  8,  2,  0,99, 1,999,  3,999,  1,999,  0, 1,99,  8,999,  2,999,  0,999, 1, 1,  8,  3,  2,  1,  0,  0, 2, 9,9,9,9,9,-0.99639,-0.77757,-1.37240,-0.67381,-1.02870,-0.9698, 1,-0.98099,-0.70745,-1.33910,-0.61543,-0.99063,-0.9267,0, 1,0,9,-0.6974, 5, 4,2,3,1,1,0,9,9, 0.01798
60235, 1, 2, 9, 2,2,8,2,8,  7.08778, 11.16856,   4.08079, 1, 2,2,31, 1, 1,17,999, 17,999, 16, 16,999,0,9, 0,-1,0,9, 0,-1,0.3278,0.6112, 2,9,0,1,0,0, 1, 1,-1, 5,-1, 3,-1,9,-1,6,6,6,6,9,9,9,9, 1, 10,  2,  0,99,999,999,999,99, 1,999, 10,999,  2,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1, 10, -1,  2, -1,  0, 2, 9,9,9,9,9,-0.99639,-0.77757,-1.37240,-0.67381,-1.02870,-0.9698, 1, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5, 5,3,3,1,9,9,9,9, 9.99999
60256, 1, 1, 9, 1,1,8,1,2,  4.90549,  3.23717,  -1.66832,-1, 2,2,29, 2, 3,12, 12,999, 12, 16, 12, 16,0,0, 0, 0,0,0, 0, 0,0.3677,0.3677, 1,0,1,1,0,0, 0, 0, 4, 5, 3, 3, 0,0, 6,6,6,6,6,9,9,9,9, 1,  3,  3,  0, 2, 99, 99, 99, 1,99,  3,999,  3,999,  0,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  3,  0,  3,  0,  0,  0, 2, 9,9,9,9,9,-0.69666,-0.71854,-0.71462,-0.63503,-0.82505,-0.7180, 2,-0.64502,-0.64366,-0.64878,-0.57301,-0.76846,-0.6558,0, 2,0,1, 0.0374, 4, 4,2,2,1,1,1,9,0,-0.02427
60264, 1, 1, 9, 1,2,1,2,1,  4.76298,  4.78978,   0.02680, 0, 2,2,44, 1, 0,17,999, 17, 18, 16, 16, 18,0,0, 0, 0,0,0, 0, 0,0.4533,0.4533, 1,0,1,0,0,0,-1,-1, 3, 4, 3, 3, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1,  3,  2,  0,99, 0,999, 99,999, 99,999, 99, 1,99,  3,999,  2,999,  0,999, 1, 0,  3,  0,  2,  0,  0,  0, 2, 2,0,0,0,0,-0.89653,-0.72548,-0.38826,-0.89998,-0.95431,-0.7729, 1,-0.86905,-0.65116,-0.30630,-0.86293,-0.90945,-0.7198,0, 1,0,1, 0.3475, 4, 4,2,2,1,1,1,9,0,-0.21199
60269,10, 1, 9,13,2,8,2,1,999.99999,  1.04020, 999.99999,99, 1,1,21, 0, 2,14,999, 14, 12, 13, 13, 12,8,1, 0, 1,0,1, 0, 2,0.7134,0.6174, 3,9,1,2,0,1, 1, 1, 4, 3, 1, 1, 0,0,10,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 1.73388, 0.73319, 1.66649, 1.63323, 0.84425, 1.3222,9,10,1,3, 1.1993,99, 3,2,9,9,3,1,9,1,-0.72542
60280, 1, 4, 9, 4,1,2,1,8,  5.48845,  1.40719,  -4.08126,-1, 2,2,68, 0, 0,14, 14,999, 13,999, 13,999,0,9, 0,-1,0,9, 0,-1,0.7851,0.7851, 2,9,0,1,0,0, 1, 1, 6,-1, 3,-1, 0,0,-1,6,6,6,6,6,6,6,6, 1,  2,  1,  0,99,999,999,999, 1,99,  2,999,  1,999,  0,999,99,-1,999, -1,999, -1,999, -1, 1,99,  2, -1,  1, -1,  0, -1, 2, 2,0,0,0,0, 1.07017, 0.62043, 0.63622, 1.13853, 1.50174, 0.9934, 9, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 5, 3,2,3,3,9,9,9,9, 9.99999
60285, 1, 1, 9, 1,1,8,1,2,  1.90454,  3.43763,   1.53308, 1, 1,1,39, 3, 2,12, 12,999, 12, 12, 12, 12,0,0, 1, 0,1,0, 1, 0,0.4430,0.3183, 1,0,1,4,0,1, 3, 1, 1, 5, 1, 3, 0,0, 9,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 9,9,9,9,9,-0.10347,-0.20855,-0.01716, 0.71547, 0.08571, 0.0944, 7, 0.32029, 2.28840, 1.08156, 0.78249, 0.55079, 1.0047,0, 9,1,2, 0.9541, 3, 4,2,2,2,3,1,1,9,-0.72542
60293,10, 1, 9,13,1,8,1,2,  4.51834,  7.55721,   3.03887, 1, 2,2,30, 0, 0,14, 14,999, 13,  3, 13,  3,8,0, 0, 0,0,0, 0, 0,0.7944,0.6157, 2,9,1,2,0,1, 1, 1, 7, 5, 4, 3, 0,0, 6,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 1.75178, 0.69985, 1.57786, 1.38683, 0.85002, 1.2533,9,10,1,1,-0.6609, 4, 5,3,2,9,3,0,9,0,-0.72542
60298, 1, 1, 9, 1,2,1,2,1,999.99999,  1.89930, 999.99999,99, 7,4,23, 2, 3,10,999, 10,  9, 10, 10,  9,0,0, 0, 0,0,0, 0, 0,0.5876,0.4365, 3,0,1,1,0,0, 0, 0, 4, 4, 3, 3, 1,0, 7,6,6,6,6,6,6,6,6, 1, 10,  5,  5, 1,  3,  2,  0,99, 1,999, 10,999,  5,999,  5, 1,99,  3,999,  2,999,  0,999, 1, 1,  3, 10,  2,  5,  0,  5, 2, 2,0,0,0,0,-0.58430,-0.70415, 0.29638,-0.56915,-0.73236,-0.4587, 4,-0.71923,-0.66438, 0.56505,-0.68566,-0.53812,-0.4085,0, 4,0,1, 0.1876,99, 3,2,9,2,2,1,9,0,-0.21199
60302, 1, 4, 9, 4,2,1,2,8,  4.09624,  3.34374,  -0.75250,-1, 2,2,59, 0, 0,19,999, 19,999, 18, 18,999,0,9, 0,-1,0,9, 0,-1,0.4074,0.4074, 1,2,2,1,1,0,-1,-1,-1, 5,-1, 4,-1,9,-1,6,6,6,6,6,6,6,6, 1,  1,  1,  0,99,999,999,999,99, 1,999,  1,999,  1,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  1, -1,  1, -1,  0, 2, 2,0,0,0,0, 0.24574, 1.08675, 0.38753, 0.04080,-0.48476, 0.2552, 8, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 4, 4,2,2,3,9,9,9,9, 9.99999
60307,10, 1, 9,13,1,8,1,2,  5.63257,  9.38582,   3.75325, 1, 1,1,36, 0, 0,18, 18,999, 18, 13, 18, 13,8,0, 0, 0,0,0, 0, 0,0.6922,0.6661, 3,9,1,1,0,0, 0, 0,-1, 5,-1, 3, 0,0,-1,6,6,6,6,9,9,9,9, 9, 99, 99, 99, 2, 99, 99, 99, 9,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 9, 0, 99,  0, 99,  0, 99,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 0.99310, 1.34523, 0.70395, 2.08598, 1.68621, 1.3629,9,10,1,1,99.9999, 5, 5,3,3,9,3,9,9,0, 9.99999
60310, 1,99,99,12,2,8,8,8,  3.69937, -1.00000, 999.99999,99, 2,2,37, 2,99,15,999, 15,999,999,999,999,8,9, 0,-1,0,9, 0,-1,0.5862,9.9999,99,9,2,0,1,0,-2,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,9,9,9,9,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999,99,99,999,999,999,999,999,999, 2, 9,9,9,9,9,-0.20906, 0.31138, 1.11856,-0.25442,-0.53214, 0.0869, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 4,99,9,2,2,9,9,9,9, 9.99999
60323, 1, 1, 9, 1,2,1,2,1,  5.07113,  5.29532,   0.22418, 0, 2,2,34, 3, 1,12,999, 12,  9, 12, 12,  9,0,0, 0, 0,0,0, 0, 0,0.4280,0.4280, 1,2,2,0,1,0,-2,-1, 5, 6, 2, 2, 0,0, 8,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 1.38557,-0.11602, 0.41880, 0.77001,-0.00540, 0.4906, 8, 1.68901, 0.00755, 0.54064, 0.96446, 0.12561, 0.6655,1, 9,1,1, 0.1580, 5, 5,3,3,3,3,1,9,0,-0.72542
60328, 1, 1, 9, 1,2,8,2,1,999.99999, 11.92123, 999.99999,99, 2,2,40, 1, 0,12,999, 12, 13, 12, 12, 13,0,0, 0, 0,0,0, 0, 0,0.3468,0.3468, 1,0,0,0,0,0, 0, 0, 4, 3, 3, 4, 0,0, 5,6,6,6,6,9,9,9,9, 1,  8,  3,  1, 1,  2,  1,  0,99, 1,999,  8,999,  3,999,  1, 1,99,  2,999,  1,999,  0,999, 1, 1,  2,  8,  1,  3,  0,  1, 2, 9,9,9,9,9,-0.88142,-0.64097,-1.08510,-0.71921,-0.98224,-0.8618, 1,-0.85212,-0.55982,-1.03760,-0.66512,-0.93992,-0.8109,0, 1,0,1, 0.1254,99, 5,3,9,1,1,1,9,0,-0.44571
60336, 1, 1, 9, 1,1,2,1,2,  5.55639,  2.12264,  -3.43375,-1, 2,2,68, 0, 0,13, 13,999, 13, 12, 13, 12,0,0, 0, 0,0,0, 0, 0,0.3815,0.6323, 3,0,0,0,0,0, 0, 0, 6, 6, 3, 4, 0,0,-1,6,6,6,6,6,6,6,6, 1, 10,  1,  0, 1, 16,  1,  0, 1,99, 10,999,  1,999,  0,999,99, 1,999, 16,999,  1,999,  0, 1, 1, 10, 16,  1,  1,  0,  0, 2, 2,0,0,0,0,-0.45298,-0.74497,-0.51171,-0.51825,-0.77430,-0.6004, 3, 0.13215,-0.29543,-0.07443,-0.39157, 0.27835,-0.0702,0, 7,0,1,-0.6450, 5, 4,2,3,1,2,0,9,0,-0.07776
60344, 1, 1, 9, 1,1,2,1,2,  2.97930,  3.62665,   0.64735, 1, 2,2,27, 2, 2,12, 12,999, 12, 13, 12, 13,0,0, 0, 0,0,0, 0, 0,0.3337,0.4277, 2,1,0,2,0,1, 2, 1, 5, 5, 3, 3, 0,0,-1,6,6,6,6,6,6,6,6, 1,  7,  3,  2, 1,  3,  4,  0, 1,99,  7,999,  3,999,  2,999,99, 1,999,  3,999,  4,999,  0, 1, 1,  7,  3,  3,  4,  2,  0, 2, 2,0,0,0,0, 0.06480,-0.77757,-0.70216,-0.36786,-0.43258,-0.4431, 4, 1.15819,-0.03509, 0.46249, 1.32082, 1.47637, 0.8766,0, 9,1,1,-0.1226, 4, 4,2,2,2,3,0,9,0, 0.40550
60349, 4, 3, 9,10,1,2,1,8,999.99999, -1.00000, 999.99999,99, 2,2,31, 0, 3,13, 13,999, 13,999, 13,999,0,9, 0,-1,0,9, 0,-1,0.4280,0.4280, 1,2,3,1,1,0,-2,-1, 1,-1, 2,-1, 2,1,-1,1,1,1,1,1,1,1,1, 2, 99, 99, 99,99,999,999,999, 0,99, 99,999, 99,999, 99,999,99,-1,999, -1,999, -1,999, -1, 0,99,  0, -1,  0, -1,  0, -1, 1, 1,1,1,1,1, 1.38557,-0.11602, 0.41880, 0.77001,-0.00540, 0.4906, 8, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999,99,99,9,9,3,9,9,9,9, 9.99999
60352, 1, 1, 9, 1,2,8,2,1,  0.74291,  1.55660,   0.81369, 1, 3,3,59, 0, 0, 3,999,  3,  4,  3,  3,  4,0,0, 0, 0,0,0, 0, 0,0.3534,0.3534, 1,2,0,2,0,1, 2, 1, 7, 4, 3, 4, 1,0,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 9,9,9,9,9, 1.05529, 0.79310, 2.36438, 3.27940, 3.04076, 2.1066,10, 1.31879, 0.99013, 2.58236, 3.71036, 3.44840, 2.4100,1,10,1,1,-0.5046, 2, 3,2,1,3,3,0,9,0,-0.72542
60365,10, 1, 9,13,1,8,1,2,999.99999,  2.04155, 999.99999,99, 1,1,27, 0, 4,11, 11,999, 11, 16, 11, 16,8,1, 0, 2,0,1, 0, 2,0.7851,0.5493, 2,9,0,1,0,0, 1, 1, 2, 2, 1, 3, 1,0,-1,6,6,6,6,9,9,9,9, 1,  8, 12,  8, 9,  6,  3,  2, 1,99,  8,999, 12,999,  8,999,99, 9,999,  6,999,  3,999,  2, 1, 9,  8,  6, 12,  3,  8,  2,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.16066,-0.40510,-0.17248,-0.00738,-0.11232,-0.1716,9, 6,0,3, 1.2447,99, 4,2,9,9,2,1,9,1, 2.87840
60373, 1, 1, 9, 1,1,8,1,2,  6.97431,  6.49075,  -0.48357,-1, 2,2,40, 1, 1,16, 16,999, 16, 12, 16, 12,0,0, 0, 0,0,0, 0, 0,0.4620,0.4620, 1,0,2,4,1,1, 2, 1, 3, 2, 1, 1, 1,0,-1,6,6,6,6,9,9,9,9, 1,  4,  6,  4, 1, 20,  1,  0, 1,99,  4,999,  6,999,  4,999,99, 1,999, 20,999,  1,999,  0, 1, 1,  4, 20,  6,  1,  4,  0, 2, 9,9,9,9,9,-0.58872,-0.47103,-0.27826,-0.75390,-0.83933,-0.5862, 3,-0.52402,-0.37615,-0.19086,-0.70308,-0.78404,-0.5156,0, 3,0,1, 1.5095, 5, 5,3,3,1,1,1,9,0, 1.07649
60381, 6, 1, 9,10,1,8,1,2,999.99999,  3.03353, 999.99999,99, 2,2,37, 0, 0,10, 10,999, 10, 14, 10, 14,0,1, 0, 2,0,1, 0, 2,0.6544,0.4243, 3,1,0,1,0,0, 1, 1, 5, 5, 2, 2, 3,1,-1,6,6,6,6,9,9,9,9, 1,  3, 12,  4, 2, 99, 99, 99, 1,99,  3,999, 12,999,  4,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  3,  0, 12,  0,  4,  0, 2, 9,9,9,9,9,-0.61004,-0.62183,-0.88410,-0.40868,-0.38512,-0.5820, 3, 1.01155, 0.69036, 0.27818, 1.08141, 1.22706, 0.8577,0, 9,1,3, 0.3082,99, 4,2,9,1,3,1,9,1, 2.15683
60399, 2, 1, 9, 1,1,2,1,2,  0.18836,  1.84117,   1.65281, 1, 2,2,32, 3, 3,11, 11,999, 11, 13, 11, 13,8,0, 0, 0,0,0, 0, 0,0.5160,0.5160, 1,0,1,2,0,1, 1, 1, 2, 4, 1, 1, 0,0, 9,6,6,6,6,6,6,6,6, 1,  3,  6,  3, 2, 99, 99, 99, 1,99,  3,999,  6,999,  3,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  3,  0,  6,  0,  3,  0, 2, 2,0,0,0,0,-0.17914,-0.66823,-0.00679,-0.49392,-0.36010,-0.3416, 5,-0.06491,-0.58928, 0.09402,-0.41859,-0.26129,-0.2480,0, 6,0,1, 1.3690, 1, 3,2,1,2,2,1,9,0, 0.90760
60408, 5, 4, 9,10,2,1,2,8, 10.44166,  7.19277,  -3.24889,-1, 2,2,43, 0, 0,19,999, 19,999, 18, 18,999,0,9, 0,-1,0,9, 0,-1,0.5068,0.5068, 1,0,1,0,0,0,-1,-1,-1, 6,-1, 4,-1,9,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 2,0,0,0,0,-1.15122,-0.00767,-0.23776,-0.78248,-0.09616,-0.4551, 4, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5, 5,3,3,2,9,9,9,9, 9.99999
60411, 8, 3, 1,13,1,8,1,2,  1.03527,  1.03590,   0.00063, 0, 4,4,25, 0, 3,13, 13,999, 13, 13, 13, 13,8,0, 0, 0,0,0, 0, 0,0.3195,0.3195, 1,9,2,4,1,1, 2, 1, 3, 4, 2, 3, 2,1, 7,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 1,  2,  4,  2, 0,99, 99,999, 99,999, 99,999,99, 1,999,  2,999,  4,999,  2, 0, 1,  0,  2,  0,  4,  0,  2,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 3.29756, 2.93836, 1.48027, 5.28781, 3.49166, 3.2991,9,10,1,1, 0.5660, 3, 3,2,2,9,3,1,9,0,-0.72542
60429, 8, 1, 9,13,2,8,2,8,  1.44352,  3.37349,   1.92998, 1, 8,4,30, 1, 1,16,999, 16,999, 16, 16,999,8,0, 0, 0,0,0, 0, 0,0.6271,0.3225, 3,9,1,0,0,0,-1,-1,-1, 7,-1, 3,-1,9,-1,6,6,6,6,9,9,9,9, 1,  1,  1,  1,99,999,999,999,99, 1,999,  1,999,  1,999,  1,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  1, -1,  1, -1,  1,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.77460, 0.84670,-0.62510,-0.61818,-0.76004,-0.3862,9, 5,0,1,99.9999, 3, 4,2,2,9,2,9,9,0, 9.99999
60432, 4, 1, 9, 5,2,8,2,1,  3.63816,  4.28732,   0.64916, 1, 2,2,33, 2, 2,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.4247,0.4467, 2,1,3,2,1,1,-1,-1, 7, 6, 4, 4, 0,0, 5,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 1,  2,  2,  0,99, 0,999, 99,999, 99,999, 99, 1,99,  2,999,  2,999,  0,999, 1, 0,  2,  0,  2,  0,  0,  0, 2, 9,9,9,9,9, 0.52710,-0.20724, 0.31698, 0.16743, 0.13074, 0.1870, 8, 0.57546,-0.04773,-0.54334, 0.43302,-0.12488, 0.0585,1, 7,0,1,-1.0234, 4, 4,2,2,3,2,0,9,0,-0.25798
60440, 1, 1, 9, 1,1,2,1,2,  0.37585,  0.91124,   0.53540, 1, 3,3,57, 0, 0, 4,  4,999,  4,  4,  4,  4,0,0, 0, 0,0,0, 0, 0,0.3534,0.3534, 1,2,0,0,0,0, 0, 0, 7, 7, 5, 3, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 1.05529, 0.79310, 2.36438, 3.27940, 3.04076, 2.1066,10, 1.31879, 0.99013, 2.58236, 3.71036, 3.44840, 2.4100,1,10,1,1,-1.1797, 1, 2,1,1,3,3,0,9,0,-0.72542
60445, 1, 1, 9, 1,2,1,2,8,  4.14941,  5.39009,   1.24068, 1, 2,2,34, 2, 1,12,999, 12,999, 12, 12,999,0,0, 0, 0,0,0, 0, 0,0.4217,0.4217, 1,0,1,2,0,1, 1, 1,-1, 5,-1, 3,-1,9,-1,6,6,6,6,6,6,6,6, 1,  3,  2,  0,99,999,999,999,99, 1,999,  3,999,  2,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  3, -1,  2, -1,  0, 2, 2,0,0,0,0,-0.84475,-0.73670,-0.72148,-0.63016,-0.87624,-0.7619, 1,-0.81100,-0.66328,-0.65599,-0.56767,-0.82430,-0.7044,0, 2,0,1,99.9999, 4, 5,3,2,1,1,9,9,0, 9.99999
60461, 1, 1, 9, 1,2,1,2,1,  4.69252,  4.74393,   0.05141, 0, 2,2,45, 3, 2,15,999, 15, 18, 16, 16, 18,0,0, 0, 0,0,0, 0, 0,0.4522,0.4522, 1,0,1,2,0,1, 1, 1, 5, 6, 3, 3, 0,0, 5,6,6,6,6,6,6,6,6, 1, 10,  1,  0, 1,  3,  1,  0,99, 1,999, 10,999,  1,999,  0, 1,99,  3,999,  1,999,  0,999, 1, 1,  3, 10,  1,  1,  0,  0, 2, 2,0,0,0,0, 0.08070,-0.04765,-0.15326,-0.59936,-0.17680,-0.1793, 6, 0.22635, 0.08144,-0.05969,-0.53397,-0.06134,-0.0694,0, 7,0,1,-0.2728, 4, 4,2,2,2,2,0,9,0,-0.39971
60466, 1,99,99,12,1,2,8,8,999.99999, -1.00000, 999.99999,99, 2,2,40, 0,99,16, 16,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4042,9.9999,99,9,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 0.24749, 1.28273, 0.11627,-0.44580,-0.51804, 0.1365, 8, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999,99,99,9,9,3,9,9,9,9, 9.99999
60474, 1, 1, 9, 1,2,1,2,1,  5.58888,  5.52422,  -0.06466, 0, 2,2,57, 0, 0,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.2694,0.3271, 3,0,1,2,0,1, 1, 1, 7, 6, 3, 3, 2,1,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.90320,-0.76763, 0.73593,-0.43715, 0.40566,-0.1933, 6,-0.40422,-0.64618, 0.24114,-0.24579,-0.03853,-0.2187,0, 6,0,1,-0.5926, 5, 5,3,3,2,2,0,9,0,-0.72542
60479, 6, 1, 9, 5,2,1,2,1,999.99999,  1.67234, 999.99999,99, 2,2,29, 0, 3,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.2694,0.2694, 1,0,1,1,0,0, 0, 0, 5, 5, 3, 3, 1,0, 5,6,6,6,6,6,6,6,6, 1,  4,  2,  0, 2, 99, 99, 99,99, 1,999,  4,999,  2,999,  0, 0,99, 99,999, 99,999, 99,999, 0, 1,  0,  4,  0,  2,  0,  0, 2, 2,0,0,0,0,-0.90320,-0.76763, 0.73593,-0.43715, 0.40566,-0.1933, 6,-0.87653,-0.69671, 0.87344,-0.35647, 0.57401,-0.0965,0, 7,0,1,-0.1226,99, 3,2,9,2,2,0,9,0,-0.72542
