USSales,YearReleased,Sequel,ReRelease,Usedprice,ReviewScore,Lifecycle,MaxPlayers,Online,licensed,Handheld,Accessory,LtdEdition,Multiplatform
0.05,2009,0,0,16.95,65,3,1,0,0,0,0,0,0
0.05,2009,0,0,12.95,42,3,1,0,1,0,0,0,1
0.05,2009,0,0,19.95,65,3,1,0,1,0,0,0,0
0.05,2009,0,0,12.95,62,3,1,0,0,0,0,0,0
0.05,2009,1,0,27.95,70,3,1,0,1,0,0,0,1
0.05,2009,1,0,17.95,47,4,1,0,1,0,0,0,1
0.05,2009,0,0,19.95,72,4,1,1,0,0,0,0,0
0.05,2009,1,0,14.95,30,4,1,0,0,0,0,0,1
0.04,2009,0,1,24.95,74,3,2,0,0,0,0,0,0
0.04,2009,0,0,17.95,73,4,2,0,0,0,0,0,0
0.04,2009,0,0,17.95,82,5,1,0,0,1,0,0,1
0.04,2009,1,0,24.95,72,5,1,0,0,1,0,0,0
0.04,2009,1,0,24.95,36,5,1,1,0,1,0,0,0
0.04,2009,0,0,34.95,45,5,1,0,0,1,0,0,0
0.04,2009,0,1,17.95,54,5,1,0,0,1,0,0,1
0.04,2009,0,0,44.95,60,4,1,0,0,0,0,0,0
0.03,2009,0,0,17.95,68,5,1,0,0,1,0,0,0
0.03,2009,1,0,24.95,65,5,1,1,0,1,0,0,0
0.02,2009,1,0,11.95,45,5,1,0,1,1,0,0,0
0.01,2009,1,0,27.95,67,5,1,0,0,1,0,0,0
3.3,2010,1,0,39.95,98,4,2,0,0,0,0,0,0
2.65,2010,1,0,49.95,95,5,1,1,0,0,0,0,1
2.58,2010,1,0,44.95,92,4,1,0,0,0,0,0,0
1.91,2010,1,0,47.95,88,5,1,1,0,0,0,0,1
1.86,2010,1,0,49.95,95,4,1,1,0,0,0,0,1
1.72,2010,1,0,32.95,96,5,1,0,0,0,0,0,0
1.22,2010,1,0,39.95,88,5,1,1,0,0,0,0,1
1.13,2010,1,0,44.95,88,4,1,0,0,0,0,0,1
1.06,2010,1,0,44.95,85,5,2,1,1,0,0,0,0
1.03,2010,1,0,44.95,82,5,1,0,0,0,0,0,1
0.83,2010,0,0,44.95,87,4,1,0,0,0,0,0,0
0.74,2010,0,0,34.95,76,4,1,1,0,0,0,0,0
0.65,2010,1,0,47.95,91,4,1,0,0,0,0,0,1
0.64,2010,1,0,37.95,88,4,1,1,0,0,0,0,1
0.59,2010,0,0,32.95,82,4,1,0,0,0,0,0,1
0.59,2010,0,0,47.95,83,5,1,0,0,0,0,0,0
0.59,2010,0,0,32.95,83,5,1,0,0,0,0,0,1
0.56,2010,0,0,34.95,75,4,1,0,0,0,0,1,0
0.52,2010,0,1,34.95,64,5,1,1,1,0,0,0,1
0.49,2010,0,0,34.95,73,5,1,0,0,0,0,0,0
0.45,2010,1,0,34.95,73,5,2,1,0,0,0,0,1
0.42,2010,1,0,24.95,76,4,1,1,0,0,0,0,0
0.4,2010,0,1,24.95,70,6,1,0,0,1,0,0,0
0.4,2010,1,0,49.95,81,5,1,0,0,0,0,0,1
0.39,2010,0,0,49.95,82,4,4,1,0,0,0,0,0
0.35,2010,0,1,39.95,65,4,1,1,1,0,0,0,1
0.33,2010,1,0,34.95,74,4,2,1,0,0,0,0,1
0.32,2010,1,0,44.95,83,4,1,0,0,0,0,0,1
0.31,2010,1,0,49.95,68,5,2,1,0,0,0,0,1
0.29,2010,0,0,32.95,78,4,1,0,0,0,0,0,1
0.27,2010,0,0,39.95,85,4,4,1,1,0,0,0,0
0.27,2010,0,0,34.95,77,4,1,0,0,0,0,0,0
0.24,2010,2,0,32.95,80,5,1,0,0,0,0,0,0
0.24,2010,1,0,47.95,73,5,1,0,0,0,0,0,1
0.22,2010,0,0,49.95,82,5,4,1,0,0,0,0,0
0.2,2010,1,0,47.95,68,4,1,0,0,0,0,0,1
0.19,2010,0,0,39.95,77,4,8,1,0,0,0,0,1
0.19,2010,2,0,34.95,80,4,1,0,0,0,0,0,0
0.18,2010,0,0,32.95,69,4,2,0,1,0,0,0,0
0.18,2010,1,0,34.95,58,4,1,0,0,0,0,0,1
0.18,2010,0,0,39.95,77,5,1,0,1,0,0,0,0
0.18,2010,0,0,39.95,75,5,1,1,0,0,0,0,1
0.17,2010,0,0,39.95,82,5,4,1,0,0,0,0,1
0.17,2010,0,0,39.95,59,4,1,0,1,0,0,0,1
0.16,2010,1,0,32.95,79,6,1,0,0,1,0,0,1
0.16,2010,1,0,44.95,75,4,1,0,0,0,0,0,1
0.15,2010,0,0,22.95,59,4,1,0,0,0,0,0,1
0.15,2010,0,0,22.95,59,5,1,0,0,0,0,0,1
0.15,2010,0,0,39.95,71,5,1,0,0,0,0,0,0
0.15,2010,1,0,39.95,75,5,1,0,0,0,0,0,0
0.14,2010,0,0,44.95,82,4,4,1,0,0,0,0,1
0.14,2010,0,0,47.95,72,4,1,0,0,0,0,0,0
0.12,2010,1,0,29.95,55,5,1,0,0,0,0,0,1
0.11,2010,1,0,39.95,87,4,1,0,0,0,0,0,0
0.1,2010,1,0,34.95,81,4,2,0,0,0,0,0,0
0.1,2010,1,1,24.95,77,6,1,0,0,1,0,0,0
0.09,2010,0,0,44.95,68,4,1,0,0,0,0,0,1
0.09,2010,0,0,47.95,67,5,1,0,0,0,0,0,1
0.09,2010,0,0,49.95,74,5,1,0,0,0,0,0,0
0.08,2010,1,0,29.95,82,6,1,0,0,1,0,0,0
0.07,2010,1,0,24.95,73,6,1,0,0,1,0,0,1
0.06,2010,0,0,32.95,56,4,1,0,1,0,0,0,0
0.06,2010,0,1,16.95,56,4,1,0,0,0,0,0,0
0.05,2010,0,0,39.95,58,5,2,0,1,0,0,0,1
0.05,2010,0,0,32.95,40,5,2,0,1,0,0,0,1
0.05,2010,0,0,39.95,51,4,1,0,1,0,0,0,1
0.05,2010,0,0,24.95,54,5,1,0,1,0,0,0,0
0.04,2010,1,0,39.95,69,5,2,1,1,0,0,0,1
0.04,2010,1,0,39.95,70,4,1,0,1,0,0,0,1
0.04,2010,0,0,32.95,41,4,1,0,1,0,0,0,1
0.04,2010,0,0,24.95,74,4,1,0,0,0,0,0,1
0.04,2010,0,0,49.95,71,5,1,0,0,0,0,1,0
0.02,2010,1,1,16.95,67,6,1,0,0,1,0,0,0
